date,cheminee bois,isPartial
2018-01-07,46,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,45,False
2018-02-04,45,False
2018-02-11,44,False
2018-02-18,93,False
2018-02-25,47,False
2018-03-04,60,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,46,False
2018-04-01,0,False
2018-04-08,45,False
2018-04-15,51,False
2018-04-22,0,False
2018-04-29,46,False
2018-05-06,48,False
2018-05-13,46,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,47,False
2018-06-10,43,False
2018-06-17,48,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,50,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,50,False
2018-09-02,48,False
2018-09-09,48,False
2018-09-16,48,False
2018-09-23,97,False
2018-09-30,48,False
2018-10-07,47,False
2018-10-14,96,False
2018-10-21,0,False
2018-10-28,48,False
2018-11-04,61,False
2018-11-11,47,False
2018-11-18,46,False
2018-11-25,46,False
2018-12-02,46,False
2018-12-09,47,False
2018-12-16,48,False
2018-12-23,55,False
2018-12-30,51,False
2019-01-06,0,False
2019-01-13,45,False
2019-01-20,0,False
2019-01-27,43,False
2019-02-03,90,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,46,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,46,False
2019-04-14,43,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,46,False
2019-05-12,0,False
2019-05-19,87,False
2019-05-26,45,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,45,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,42,False
2019-08-18,43,False
2019-08-25,0,False
2019-09-01,44,False
2019-09-08,41,False
2019-09-15,41,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,38,False
2019-10-27,39,False
2019-11-03,40,False
2019-11-10,39,False
2019-11-17,85,False
2019-11-24,34,False
2019-12-01,35,False
2019-12-08,47,False
2019-12-15,0,False
2019-12-22,40,False
2019-12-29,77,False
2020-01-05,34,False
2020-01-12,100,False
2020-01-19,34,False
2020-01-26,34,False
2020-02-02,53,False
2020-02-09,36,False
2020-02-16,0,False
2020-02-23,65,False
2020-03-01,32,False
2020-03-08,66,False
2020-03-15,0,False
2020-03-22,30,False
2020-03-29,30,False
2020-04-05,46,False
2020-04-12,46,False
2020-04-19,0,False
2020-04-26,28,False
2020-05-03,0,False
2020-05-10,30,False
2020-05-17,0,True
