date,cheminee bois,isPartial
2018-01-07,24,False
2018-01-14,0,False
2018-01-21,24,False
2018-01-28,0,False
2018-02-04,24,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,24,False
2018-03-04,24,False
2018-03-11,0,False
2018-03-18,24,False
2018-03-25,24,False
2018-04-01,25,False
2018-04-08,0,False
2018-04-15,26,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,24,False
2018-05-20,24,False
2018-05-27,0,False
2018-06-03,23,False
2018-06-10,22,False
2018-06-17,48,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,23,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,46,False
2018-08-26,0,False
2018-09-02,23,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,72,False
2018-09-30,24,False
2018-10-07,50,False
2018-10-14,0,False
2018-10-21,100,False
2018-10-28,48,False
2018-11-04,23,False
2018-11-11,97,False
2018-11-18,23,False
2018-11-25,23,False
2018-12-02,47,False
2018-12-09,0,False
2018-12-16,37,False
2018-12-23,0,False
2018-12-30,26,False
2019-01-06,24,False
2019-01-13,0,False
2019-01-20,23,False
2019-01-27,34,False
2019-02-03,47,False
2019-02-10,38,False
2019-02-17,26,False
2019-02-24,27,False
2019-03-03,0,False
2019-03-10,24,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,21,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,21,False
2019-04-28,0,False
2019-05-05,20,False
2019-05-12,20,False
2019-05-19,0,False
2019-05-26,20,False
2019-06-02,18,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,19,False
2019-07-14,38,False
2019-07-21,40,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,59,False
2019-08-18,41,False
2019-08-25,19,False
2019-09-01,30,False
2019-09-08,39,False
2019-09-15,18,False
2019-09-22,36,False
2019-09-29,27,False
2019-10-06,0,False
2019-10-13,29,False
2019-10-20,0,False
2019-10-27,38,False
2019-11-03,36,False
2019-11-10,37,False
2019-11-17,20,False
2019-11-24,19,False
2019-12-01,39,False
2019-12-08,0,False
2019-12-15,19,False
2019-12-22,21,False
2019-12-29,30,False
2020-01-05,18,False
2020-01-12,18,False
2020-01-19,0,False
2020-01-26,18,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,18,False
2020-03-08,17,False
2020-03-15,17,False
2020-03-22,17,False
2020-03-29,24,False
2020-04-05,16,False
2020-04-12,0,False
2020-04-19,24,False
2020-04-26,15,False
2020-05-03,0,False
2020-05-10,16,False
2020-05-17,0,True
