date,cheminee bois,isPartial
2018-01-07,84,False
2018-01-14,0,False
2018-01-21,42,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,28,False
2018-02-18,28,False
2018-02-25,73,False
2018-03-04,0,False
2018-03-11,38,False
2018-03-18,29,False
2018-03-25,29,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,30,False
2018-04-22,29,False
2018-04-29,28,False
2018-05-06,38,False
2018-05-13,28,False
2018-05-20,29,False
2018-05-27,28,False
2018-06-03,28,False
2018-06-10,27,False
2018-06-17,28,False
2018-06-24,28,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,28,False
2018-07-29,28,False
2018-08-05,27,False
2018-08-12,0,False
2018-08-19,28,False
2018-08-26,28,False
2018-09-02,0,False
2018-09-09,29,False
2018-09-16,38,False
2018-09-23,29,False
2018-09-30,59,False
2018-10-07,29,False
2018-10-14,30,False
2018-10-21,41,False
2018-10-28,100,False
2018-11-04,28,False
2018-11-11,30,False
2018-11-18,48,False
2018-11-25,88,False
2018-12-02,0,False
2018-12-09,45,False
2018-12-16,31,False
2018-12-23,70,False
2018-12-30,64,False
2019-01-06,29,False
2019-01-13,39,False
2019-01-20,29,False
2019-01-27,84,False
2019-02-03,49,False
2019-02-10,45,False
2019-02-17,30,False
2019-02-24,0,False
2019-03-03,29,False
2019-03-10,29,False
2019-03-17,30,False
2019-03-24,60,False
2019-03-31,29,False
2019-04-07,44,False
2019-04-14,59,False
2019-04-21,28,False
2019-04-28,29,False
2019-05-05,0,False
2019-05-12,28,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,39,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,27,False
2019-06-30,40,False
2019-07-07,26,False
2019-07-14,27,False
2019-07-21,0,False
2019-07-28,27,False
2019-08-04,0,False
2019-08-11,37,False
2019-08-18,0,False
2019-08-25,36,False
2019-09-01,26,False
2019-09-08,26,False
2019-09-15,26,False
2019-09-22,26,False
2019-09-29,26,False
2019-10-06,53,False
2019-10-13,52,False
2019-10-20,26,False
2019-10-27,52,False
2019-11-03,39,False
2019-11-10,42,False
2019-11-17,67,False
2019-11-24,38,False
2019-12-01,50,False
2019-12-08,38,False
2019-12-15,51,False
2019-12-22,28,False
2019-12-29,27,False
2020-01-05,37,False
2020-01-12,40,False
2020-01-19,24,False
2020-01-26,24,False
2020-02-02,0,False
2020-02-09,24,False
2020-02-16,37,False
2020-02-23,0,False
2020-03-01,23,False
2020-03-08,23,False
2020-03-15,0,False
2020-03-22,40,False
2020-03-29,20,False
2020-04-05,0,False
2020-04-12,21,False
2020-04-19,27,False
2020-04-26,19,False
2020-05-03,19,False
2020-05-10,0,False
2020-05-17,0,True
