date,Metallbau,isPartial
2018-01-07,16,False
2018-01-14,32,False
2018-01-21,48,False
2018-01-28,51,False
2018-02-04,16,False
2018-02-11,65,False
2018-02-18,16,False
2018-02-25,47,False
2018-03-04,64,False
2018-03-11,48,False
2018-03-18,32,False
2018-03-25,0,False
2018-04-01,18,False
2018-04-08,72,False
2018-04-15,18,False
2018-04-22,49,False
2018-04-29,32,False
2018-05-06,0,False
2018-05-13,33,False
2018-05-20,34,False
2018-05-27,0,False
2018-06-03,34,False
2018-06-10,82,False
2018-06-17,17,False
2018-06-24,34,False
2018-07-01,17,False
2018-07-08,18,False
2018-07-15,40,False
2018-07-22,20,False
2018-07-29,21,False
2018-08-05,0,False
2018-08-12,85,False
2018-08-19,50,False
2018-08-26,50,False
2018-09-02,52,False
2018-09-09,17,False
2018-09-16,34,False
2018-09-23,34,False
2018-09-30,36,False
2018-10-07,57,False
2018-10-14,0,False
2018-10-21,100,False
2018-10-28,34,False
2018-11-04,97,False
2018-11-11,16,False
2018-11-18,0,False
2018-11-25,99,False
2018-12-02,33,False
2018-12-09,32,False
2018-12-16,50,False
2018-12-23,21,False
2018-12-30,0,False
2019-01-06,95,False
2019-01-13,32,False
2019-01-20,32,False
2019-01-27,66,False
2019-02-03,48,False
2019-02-10,16,False
2019-02-17,16,False
2019-02-24,64,False
2019-03-03,15,False
2019-03-10,48,False
2019-03-17,63,False
2019-03-24,32,False
2019-03-31,16,False
2019-04-07,68,False
2019-04-14,18,False
2019-04-21,34,False
2019-04-28,93,False
2019-05-05,61,False
2019-05-12,0,False
2019-05-19,63,False
2019-05-26,52,False
2019-06-02,34,False
2019-06-09,0,False
2019-06-16,82,False
2019-06-23,18,False
2019-06-30,68,False
2019-07-07,36,False
2019-07-14,61,False
2019-07-21,0,False
2019-07-28,22,False
2019-08-04,37,False
2019-08-11,49,False
2019-08-18,16,False
2019-08-25,32,False
2019-09-01,75,False
2019-09-08,15,False
2019-09-15,45,False
2019-09-22,60,False
2019-09-29,16,False
2019-10-06,0,False
2019-10-13,46,False
2019-10-20,56,False
2019-10-27,29,False
2019-11-03,28,False
2019-11-10,27,False
2019-11-17,58,False
2019-11-24,56,False
2019-12-01,41,False
2019-12-08,28,False
2019-12-15,14,False
2019-12-22,17,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,27,False
2020-01-19,55,False
2020-01-26,14,False
2020-02-02,41,False
2020-02-09,39,False
2020-02-16,40,False
2020-02-23,64,False
2020-03-01,38,False
2020-03-08,25,False
2020-03-15,24,False
2020-03-22,24,False
2020-03-29,60,False
2020-04-05,39,False
2020-04-12,27,False
2020-04-19,46,False
2020-04-26,42,False
2020-05-03,35,False
2020-05-10,36,False
2020-05-17,13,False
2020-05-24,25,False
2020-05-31,25,False
2020-06-07,49,False
2020-06-14,64,False
2020-06-21,41,False
2020-06-28,14,False
2020-07-05,29,False
