date,Metallbau,isPartial
2018-01-07,22,False
2018-01-14,44,False
2018-01-21,44,False
2018-01-28,59,False
2018-02-04,38,False
2018-02-11,47,False
2018-02-18,31,False
2018-02-25,45,False
2018-03-04,58,False
2018-03-11,46,False
2018-03-18,47,False
2018-03-25,25,False
2018-04-01,37,False
2018-04-08,24,False
2018-04-15,62,False
2018-04-22,39,False
2018-04-29,72,False
2018-05-06,25,False
2018-05-13,35,False
2018-05-20,23,False
2018-05-27,39,False
2018-06-03,58,False
2018-06-10,33,False
2018-06-17,46,False
2018-06-24,48,False
2018-07-01,39,False
2018-07-08,47,False
2018-07-15,24,False
2018-07-22,25,False
2018-07-29,23,False
2018-08-05,34,False
2018-08-12,31,False
2018-08-19,31,False
2018-08-26,70,False
2018-09-02,24,False
2018-09-09,71,False
2018-09-16,48,False
2018-09-23,24,False
2018-09-30,25,False
2018-10-07,49,False
2018-10-14,31,False
2018-10-21,23,False
2018-10-28,23,False
2018-11-04,44,False
2018-11-11,22,False
2018-11-18,33,False
2018-11-25,45,False
2018-12-02,30,False
2018-12-09,30,False
2018-12-16,23,False
2018-12-23,25,False
2018-12-30,0,False
2019-01-06,28,False
2019-01-13,21,False
2019-01-20,28,False
2019-01-27,35,False
2019-02-03,21,False
2019-02-10,33,False
2019-02-17,22,False
2019-02-24,23,False
2019-03-03,43,False
2019-03-10,43,False
2019-03-17,56,False
2019-03-24,30,False
2019-03-31,52,False
2019-04-07,37,False
2019-04-14,23,False
2019-04-21,56,False
2019-04-28,22,False
2019-05-05,56,False
2019-05-12,45,False
2019-05-19,44,False
2019-05-26,0,False
2019-06-02,29,False
2019-06-09,44,False
2019-06-16,23,False
2019-06-23,45,False
2019-06-30,60,False
2019-07-07,100,False
2019-07-14,23,False
2019-07-21,49,False
2019-07-28,47,False
2019-08-04,53,False
2019-08-11,65,False
2019-08-18,44,False
2019-08-25,57,False
2019-09-01,43,False
2019-09-08,44,False
2019-09-15,33,False
2019-09-22,42,False
2019-09-29,36,False
2019-10-06,42,False
2019-10-13,42,False
2019-10-20,41,False
2019-10-27,20,False
2019-11-03,39,False
2019-11-10,40,False
2019-11-17,33,False
2019-11-24,49,False
2019-12-01,27,False
2019-12-08,49,False
2019-12-15,40,False
2019-12-22,22,False
2019-12-29,21,False
2020-01-05,38,False
2020-01-12,43,False
2020-01-19,0,False
2020-01-26,25,False
2020-02-02,38,False
2020-02-09,43,False
2020-02-16,52,False
2020-02-23,43,False
2020-03-01,24,False
2020-03-08,17,False
2020-03-15,17,False
2020-03-22,24,False
2020-03-29,16,False
2020-04-05,18,False
2020-04-12,23,False
2020-04-19,34,False
2020-04-26,64,False
2020-05-03,50,False
2020-05-10,28,False
