date,Metallbau,isPartial
2018-01-07,34,False
2018-01-14,48,False
2018-01-21,32,False
2018-01-28,48,False
2018-02-04,35,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,35,False
2018-03-04,33,False
2018-03-11,32,False
2018-03-18,69,False
2018-03-25,76,False
2018-04-01,73,False
2018-04-08,35,False
2018-04-15,39,False
2018-04-22,37,False
2018-04-29,0,False
2018-05-06,38,False
2018-05-13,34,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,74,False
2018-06-10,35,False
2018-06-17,0,False
2018-06-24,56,False
2018-07-01,0,False
2018-07-08,38,False
2018-07-15,41,False
2018-07-22,0,False
2018-07-29,45,False
2018-08-05,59,False
2018-08-12,0,False
2018-08-19,37,False
2018-08-26,37,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,38,False
2018-09-30,0,False
2018-10-07,41,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,74,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,35,False
2018-12-02,35,False
2018-12-09,54,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,52,False
2019-01-13,33,False
2019-01-20,0,False
2019-01-27,34,False
2019-02-03,73,False
2019-02-10,39,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,34,False
2019-03-17,0,False
2019-03-24,35,False
2019-03-31,36,False
2019-04-07,68,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,51,False
2019-05-12,70,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,35,False
2019-06-09,0,False
2019-06-16,38,False
2019-06-23,0,False
2019-06-30,38,False
2019-07-07,80,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,38,False
2019-08-18,34,False
2019-08-25,88,False
2019-09-01,100,False
2019-09-08,34,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,35,False
2019-10-06,38,False
2019-10-13,36,False
2019-10-20,0,False
2019-10-27,34,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,33,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,34,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,30,False
2020-01-19,31,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,35,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,29,False
2020-03-15,31,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,30,False
2020-04-19,29,False
2020-04-26,26,False
2020-05-03,0,False
2020-05-10,0,False
2020-05-17,31,False
2020-05-24,0,False
2020-05-31,30,False
2020-06-07,0,False
2020-06-14,0,False
2020-06-21,48,False
2020-06-28,63,False
2020-07-05,67,False
