date,Metallbau,isPartial
2018-01-07,58,False
2018-01-14,69,False
2018-01-21,90,False
2018-01-28,58,False
2018-02-04,72,False
2018-02-11,70,False
2018-02-18,73,False
2018-02-25,62,False
2018-03-04,77,False
2018-03-11,76,False
2018-03-18,65,False
2018-03-25,41,False
2018-04-01,57,False
2018-04-08,76,False
2018-04-15,68,False
2018-04-22,62,False
2018-04-29,78,False
2018-05-06,55,False
2018-05-13,63,False
2018-05-20,60,False
2018-05-27,70,False
2018-06-03,87,False
2018-06-10,69,False
2018-06-17,66,False
2018-06-24,86,False
2018-07-01,52,False
2018-07-08,85,False
2018-07-15,35,False
2018-07-22,53,False
2018-07-29,80,False
2018-08-05,61,False
2018-08-12,71,False
2018-08-19,100,False
2018-08-26,67,False
2018-09-02,56,False
2018-09-09,61,False
2018-09-16,69,False
2018-09-23,56,False
2018-09-30,68,False
2018-10-07,71,False
2018-10-14,86,False
2018-10-21,50,False
2018-10-28,50,False
2018-11-04,63,False
2018-11-11,65,False
2018-11-18,44,False
2018-11-25,91,False
2018-12-02,45,False
2018-12-09,57,False
2018-12-16,46,False
2018-12-23,19,False
2018-12-30,50,False
2019-01-06,57,False
2019-01-13,85,False
2019-01-20,58,False
2019-01-27,92,False
2019-02-03,57,False
2019-02-10,57,False
2019-02-17,62,False
2019-02-24,63,False
2019-03-03,68,False
2019-03-10,65,False
2019-03-17,83,False
2019-03-24,87,False
2019-03-31,60,False
2019-04-07,65,False
2019-04-14,60,False
2019-04-21,78,False
2019-04-28,86,False
2019-05-05,76,False
2019-05-12,50,False
2019-05-19,79,False
2019-05-26,65,False
2019-06-02,56,False
2019-06-09,42,False
2019-06-16,68,False
2019-06-23,60,False
2019-06-30,97,False
2019-07-07,96,False
2019-07-14,62,False
2019-07-21,53,False
2019-07-28,41,False
2019-08-04,82,False
2019-08-11,74,False
2019-08-18,71,False
2019-08-25,74,False
2019-09-01,64,False
2019-09-08,78,False
2019-09-15,84,False
2019-09-22,57,False
2019-09-29,56,False
2019-10-06,51,False
2019-10-13,73,False
2019-10-20,55,False
2019-10-27,31,False
2019-11-03,53,False
2019-11-10,72,False
2019-11-17,39,False
2019-11-24,58,False
2019-12-01,58,False
2019-12-08,70,False
2019-12-15,60,False
2019-12-22,35,False
2019-12-29,27,False
2020-01-05,68,False
2020-01-12,62,False
2020-01-19,81,False
2020-01-26,78,False
2020-02-02,65,False
2020-02-09,43,False
2020-02-16,48,False
2020-02-23,52,False
2020-03-01,62,False
2020-03-08,59,False
2020-03-15,64,False
2020-03-22,48,False
2020-03-29,53,False
2020-04-05,53,False
2020-04-12,51,False
2020-04-19,45,False
2020-04-26,62,False
2020-05-03,94,False
2020-05-10,56,False
