date,vestiti da sposa,isPartial
2018-01-07,42,False
2018-01-14,20,False
2018-01-21,83,False
2018-01-28,20,False
2018-02-04,59,False
2018-02-11,40,False
2018-02-18,20,False
2018-02-25,94,False
2018-03-04,39,False
2018-03-11,77,False
2018-03-18,0,False
2018-03-25,82,False
2018-04-01,21,False
2018-04-08,20,False
2018-04-15,41,False
2018-04-22,0,False
2018-04-29,80,False
2018-05-06,57,False
2018-05-13,40,False
2018-05-20,60,False
2018-05-27,40,False
2018-06-03,100,False
2018-06-10,38,False
2018-06-17,39,False
2018-06-24,40,False
2018-07-01,0,False
2018-07-08,38,False
2018-07-15,59,False
2018-07-22,58,False
2018-07-29,40,False
2018-08-05,21,False
2018-08-12,64,False
2018-08-19,21,False
2018-08-26,59,False
2018-09-02,58,False
2018-09-09,20,False
2018-09-16,38,False
2018-09-23,19,False
2018-09-30,61,False
2018-10-07,0,False
2018-10-14,80,False
2018-10-21,0,False
2018-10-28,20,False
2018-11-04,40,False
2018-11-11,20,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,21,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,46,False
2019-01-06,85,False
2019-01-13,0,False
2019-01-20,19,False
2019-01-27,19,False
2019-02-03,78,False
2019-02-10,40,False
2019-02-17,61,False
2019-02-24,20,False
2019-03-03,62,False
2019-03-10,20,False
2019-03-17,40,False
2019-03-24,61,False
2019-03-31,20,False
2019-04-07,20,False
2019-04-14,20,False
2019-04-21,20,False
2019-04-28,19,False
2019-05-05,38,False
2019-05-12,38,False
2019-05-19,0,False
2019-05-26,54,False
2019-06-02,0,False
2019-06-09,19,False
2019-06-16,21,False
2019-06-23,41,False
2019-06-30,20,False
2019-07-07,38,False
2019-07-14,39,False
2019-07-21,40,False
2019-07-28,20,False
2019-08-04,21,False
2019-08-11,0,False
2019-08-18,40,False
2019-08-25,19,False
2019-09-01,18,False
2019-09-08,56,False
2019-09-15,37,False
2019-09-22,36,False
2019-09-29,37,False
2019-10-06,19,False
2019-10-13,37,False
2019-10-20,18,False
2019-10-27,0,False
2019-11-03,18,False
2019-11-10,72,False
2019-11-17,18,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,19,False
2019-12-15,19,False
2019-12-22,23,False
2019-12-29,21,False
2020-01-05,19,False
2020-01-12,17,False
2020-01-19,18,False
2020-01-26,17,False
2020-02-02,51,False
2020-02-09,36,False
2020-02-16,0,False
2020-02-23,16,False
2020-03-01,16,False
2020-03-08,15,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,15,False
2020-04-05,0,False
2020-04-12,31,False
2020-04-19,0,False
2020-04-26,51,True
