date,vestiti da sposa,isPartial
2018-01-07,52,False
2018-01-14,17,False
2018-01-21,51,False
2018-01-28,17,False
2018-02-04,34,False
2018-02-11,51,False
2018-02-18,65,False
2018-02-25,64,False
2018-03-04,50,False
2018-03-11,17,False
2018-03-18,17,False
2018-03-25,35,False
2018-04-01,93,False
2018-04-08,17,False
2018-04-15,18,False
2018-04-22,73,False
2018-04-29,34,False
2018-05-06,50,False
2018-05-13,17,False
2018-05-20,35,False
2018-05-27,52,False
2018-06-03,17,False
2018-06-10,0,False
2018-06-17,35,False
2018-06-24,18,False
2018-07-01,68,False
2018-07-08,34,False
2018-07-15,52,False
2018-07-22,52,False
2018-07-29,18,False
2018-08-05,0,False
2018-08-12,41,False
2018-08-19,0,False
2018-08-26,51,False
2018-09-02,67,False
2018-09-09,51,False
2018-09-16,34,False
2018-09-23,67,False
2018-09-30,51,False
2018-10-07,17,False
2018-10-14,69,False
2018-10-21,0,False
2018-10-28,68,False
2018-11-04,49,False
2018-11-11,0,False
2018-11-18,16,False
2018-11-25,17,False
2018-12-02,17,False
2018-12-09,0,False
2018-12-16,37,False
2018-12-23,66,False
2018-12-30,21,False
2019-01-06,36,False
2019-01-13,17,False
2019-01-20,84,False
2019-01-27,0,False
2019-02-03,100,False
2019-02-10,34,False
2019-02-17,68,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,35,False
2019-03-17,17,False
2019-03-24,51,False
2019-03-31,34,False
2019-04-07,34,False
2019-04-14,36,False
2019-04-21,39,False
2019-04-28,36,False
2019-05-05,17,False
2019-05-12,32,False
2019-05-19,32,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,17,False
2019-06-16,17,False
2019-06-23,18,False
2019-06-30,17,False
2019-07-07,32,False
2019-07-14,16,False
2019-07-21,17,False
2019-07-28,0,False
2019-08-04,18,False
2019-08-11,40,False
2019-08-18,17,False
2019-08-25,0,False
2019-09-01,15,False
2019-09-08,0,False
2019-09-15,15,False
2019-09-22,15,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,16,False
2019-10-20,62,False
2019-10-27,0,False
2019-11-03,60,False
2019-11-10,15,False
2019-11-17,15,False
2019-11-24,0,False
2019-12-01,16,False
2019-12-08,16,False
2019-12-15,0,False
2019-12-22,19,False
2019-12-29,18,False
2020-01-05,31,False
2020-01-12,42,False
2020-01-19,43,False
2020-01-26,14,False
2020-02-02,28,False
2020-02-09,0,False
2020-02-16,15,False
2020-02-23,13,False
2020-03-01,14,False
2020-03-08,13,False
2020-03-15,13,False
2020-03-22,12,False
2020-03-29,25,False
2020-04-05,13,False
2020-04-12,13,False
2020-04-19,38,False
2020-04-26,0,True
