date,Malerarbeiten,isPartial
2018-01-07,37,False
2018-01-14,25,False
2018-01-21,24,False
2018-01-28,0,False
2018-02-04,77,False
2018-02-11,62,False
2018-02-18,61,False
2018-02-25,0,False
2018-03-04,36,False
2018-03-11,61,False
2018-03-18,24,False
2018-03-25,39,False
2018-04-01,41,False
2018-04-08,25,False
2018-04-15,26,False
2018-04-22,100,False
2018-04-29,64,False
2018-05-06,27,False
2018-05-13,51,False
2018-05-20,27,False
2018-05-27,50,False
2018-06-03,38,False
2018-06-10,32,False
2018-06-17,49,False
2018-06-24,38,False
2018-07-01,51,False
2018-07-08,0,False
2018-07-15,28,False
2018-07-22,59,False
2018-07-29,29,False
2018-08-05,28,False
2018-08-12,43,False
2018-08-19,0,False
2018-08-26,39,False
2018-09-02,76,False
2018-09-09,25,False
2018-09-16,26,False
2018-09-23,25,False
2018-09-30,59,False
2018-10-07,28,False
2018-10-14,50,False
2018-10-21,26,False
2018-10-28,26,False
2018-11-04,40,False
2018-11-11,50,False
2018-11-18,0,False
2018-11-25,24,False
2018-12-02,25,False
2018-12-09,25,False
2018-12-16,27,False
2018-12-23,0,False
2018-12-30,56,False
2019-01-06,39,False
2019-01-13,21,False
2019-01-20,22,False
2019-01-27,57,False
2019-02-03,75,False
2019-02-10,72,False
2019-02-17,72,False
2019-02-24,24,False
2019-03-03,40,False
2019-03-10,36,False
2019-03-17,25,False
2019-03-24,25,False
2019-03-31,75,False
2019-04-07,52,False
2019-04-14,27,False
2019-04-21,37,False
2019-04-28,27,False
2019-05-05,32,False
2019-05-12,25,False
2019-05-19,24,False
2019-05-26,25,False
2019-06-02,21,False
2019-06-09,25,False
2019-06-16,24,False
2019-06-23,0,False
2019-06-30,25,False
2019-07-07,0,False
2019-07-14,26,False
2019-07-21,27,False
2019-07-28,25,False
2019-08-04,25,False
2019-08-11,41,False
2019-08-18,24,False
2019-08-25,23,False
2019-09-01,23,False
2019-09-08,24,False
2019-09-15,47,False
2019-09-22,32,False
2019-09-29,22,False
2019-10-06,40,False
2019-10-13,24,False
2019-10-20,35,False
2019-10-27,0,False
2019-11-03,20,False
2019-11-10,23,False
2019-11-17,34,False
2019-11-24,22,False
2019-12-01,63,False
2019-12-08,34,False
2019-12-15,0,False
2019-12-22,30,False
2019-12-29,49,False
2020-01-05,21,False
2020-01-12,44,False
2020-01-19,34,False
2020-01-26,22,False
2020-02-02,35,False
2020-02-09,33,False
2020-02-16,22,False
2020-02-23,42,False
2020-03-01,62,False
2020-03-08,0,False
2020-03-15,21,False
2020-03-22,43,False
2020-03-29,42,False
2020-04-05,22,False
2020-04-12,46,False
2020-04-19,44,False
2020-04-26,21,False
2020-05-03,19,False
2020-05-10,42,False
2020-05-17,49,True
