date,Malerarbeiten,isPartial
2018-01-07,36,False
2018-01-14,36,False
2018-01-21,36,False
2018-01-28,36,False
2018-02-04,0,False
2018-02-11,37,False
2018-02-18,36,False
2018-02-25,37,False
2018-03-04,36,False
2018-03-11,37,False
2018-03-18,55,False
2018-03-25,40,False
2018-04-01,0,False
2018-04-08,39,False
2018-04-15,40,False
2018-04-22,38,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,40,False
2018-05-27,38,False
2018-06-03,75,False
2018-06-10,36,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,37,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,37,False
2018-08-26,38,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,38,False
2018-09-23,38,False
2018-09-30,0,False
2018-10-07,38,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,36,False
2018-12-02,36,False
2018-12-09,0,False
2018-12-16,36,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,100,False
2019-01-13,67,False
2019-01-20,33,False
2019-01-27,0,False
2019-02-03,35,False
2019-02-10,34,False
2019-02-17,35,False
2019-02-24,34,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,52,False
2019-03-24,35,False
2019-03-31,0,False
2019-04-07,71,False
2019-04-14,57,False
2019-04-21,36,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,34,False
2019-05-26,0,False
2019-06-02,34,False
2019-06-09,34,False
2019-06-16,35,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,33,False
2019-08-04,0,False
2019-08-11,49,False
2019-08-18,33,False
2019-08-25,0,False
2019-09-01,32,False
2019-09-08,0,False
2019-09-15,33,False
2019-09-22,33,False
2019-09-29,48,False
2019-10-06,51,False
2019-10-13,33,False
2019-10-20,32,False
2019-10-27,31,False
2019-11-03,60,False
2019-11-10,31,False
2019-11-17,31,False
2019-11-24,30,False
2019-12-01,31,False
2019-12-08,31,False
2019-12-15,31,False
2019-12-22,33,False
2019-12-29,0,False
2020-01-05,49,False
2020-01-12,29,False
2020-01-19,30,False
2020-01-26,29,False
2020-02-02,31,False
2020-02-09,57,False
2020-02-16,57,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,27,False
2020-03-15,0,False
2020-03-22,24,False
2020-03-29,24,False
2020-04-05,0,False
2020-04-12,26,False
2020-04-19,25,False
2020-04-26,49,False
2020-05-03,0,False
2020-05-10,52,False
2020-05-17,61,True
