date,Malerarbeiten,isPartial
2018-01-07,65,False
2018-01-14,33,False
2018-01-21,81,False
2018-01-28,49,False
2018-02-04,33,False
2018-02-11,55,False
2018-02-18,33,False
2018-02-25,33,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,34,False
2018-03-25,71,False
2018-04-01,73,False
2018-04-08,52,False
2018-04-15,36,False
2018-04-22,70,False
2018-04-29,54,False
2018-05-06,0,False
2018-05-13,45,False
2018-05-20,0,False
2018-05-27,35,False
2018-06-03,69,False
2018-06-10,34,False
2018-06-17,35,False
2018-06-24,0,False
2018-07-01,36,False
2018-07-08,36,False
2018-07-15,0,False
2018-07-22,36,False
2018-07-29,53,False
2018-08-05,0,False
2018-08-12,35,False
2018-08-19,68,False
2018-08-26,50,False
2018-09-02,33,False
2018-09-09,83,False
2018-09-16,68,False
2018-09-23,34,False
2018-09-30,72,False
2018-10-07,86,False
2018-10-14,34,False
2018-10-21,49,False
2018-10-28,66,False
2018-11-04,32,False
2018-11-11,50,False
2018-11-18,33,False
2018-11-25,35,False
2018-12-02,69,False
2018-12-09,35,False
2018-12-16,71,False
2018-12-23,62,False
2018-12-30,74,False
2019-01-06,57,False
2019-01-13,33,False
2019-01-20,48,False
2019-01-27,76,False
2019-02-03,65,False
2019-02-10,65,False
2019-02-17,65,False
2019-02-24,34,False
2019-03-03,49,False
2019-03-10,65,False
2019-03-17,34,False
2019-03-24,66,False
2019-03-31,50,False
2019-04-07,50,False
2019-04-14,54,False
2019-04-21,35,False
2019-04-28,34,False
2019-05-05,97,False
2019-05-12,83,False
2019-05-19,32,False
2019-05-26,45,False
2019-06-02,49,False
2019-06-09,66,False
2019-06-16,34,False
2019-06-23,69,False
2019-06-30,35,False
2019-07-07,51,False
2019-07-14,35,False
2019-07-21,55,False
2019-07-28,37,False
2019-08-04,34,False
2019-08-11,48,False
2019-08-18,66,False
2019-08-25,76,False
2019-09-01,80,False
2019-09-08,82,False
2019-09-15,84,False
2019-09-22,55,False
2019-09-29,35,False
2019-10-06,100,False
2019-10-13,94,False
2019-10-20,77,False
2019-10-27,76,False
2019-11-03,61,False
2019-11-10,92,False
2019-11-17,52,False
2019-11-24,81,False
2019-12-01,93,False
2019-12-08,31,False
2019-12-15,79,False
2019-12-22,75,False
2019-12-29,88,False
2020-01-05,62,False
2020-01-12,88,False
2020-01-19,45,False
2020-01-26,59,False
2020-02-02,44,False
2020-02-09,48,False
2020-02-16,50,False
2020-02-23,49,False
2020-03-01,29,False
2020-03-08,36,False
2020-03-15,68,False
2020-03-22,41,False
2020-03-29,55,False
2020-04-05,80,False
2020-04-12,29,False
2020-04-19,28,False
2020-04-26,46,False
2020-05-03,65,False
2020-05-10,56,False
2020-05-17,66,True
