date,Aromathérapie,isPartial
2018-01-07,40,False
2018-01-14,26,False
2018-01-21,27,False
2018-01-28,27,False
2018-02-04,27,False
2018-02-11,27,False
2018-02-18,27,False
2018-02-25,0,False
2018-03-04,56,False
2018-03-11,55,False
2018-03-18,28,False
2018-03-25,42,False
2018-04-01,28,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,27,False
2018-04-29,29,False
2018-05-06,0,False
2018-05-13,28,False
2018-05-20,29,False
2018-05-27,27,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,28,False
2018-06-24,42,False
2018-07-01,27,False
2018-07-08,28,False
2018-07-15,30,False
2018-07-22,29,False
2018-07-29,59,False
2018-08-05,45,False
2018-08-12,0,False
2018-08-19,29,False
2018-08-26,28,False
2018-09-02,29,False
2018-09-09,0,False
2018-09-16,56,False
2018-09-23,57,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,29,False
2018-10-21,44,False
2018-10-28,57,False
2018-11-04,68,False
2018-11-11,79,False
2018-11-18,26,False
2018-11-25,25,False
2018-12-02,0,False
2018-12-09,53,False
2018-12-16,27,False
2018-12-23,0,False
2018-12-30,29,False
2019-01-06,26,False
2019-01-13,52,False
2019-01-20,39,False
2019-01-27,25,False
2019-02-03,52,False
2019-02-10,28,False
2019-02-17,56,False
2019-02-24,26,False
2019-03-03,25,False
2019-03-10,66,False
2019-03-17,69,False
2019-03-24,27,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,58,False
2019-04-21,27,False
2019-04-28,40,False
2019-05-05,0,False
2019-05-12,28,False
2019-05-19,28,False
2019-05-26,56,False
2019-06-02,0,False
2019-06-09,27,False
2019-06-16,0,False
2019-06-23,27,False
2019-06-30,0,False
2019-07-07,27,False
2019-07-14,28,False
2019-07-21,28,False
2019-07-28,29,False
2019-08-04,28,False
2019-08-11,0,False
2019-08-18,42,False
2019-08-25,27,False
2019-09-01,39,False
2019-09-08,0,False
2019-09-15,26,False
2019-09-22,25,False
2019-09-29,25,False
2019-10-06,38,False
2019-10-13,37,False
2019-10-20,0,False
2019-10-27,24,False
2019-11-03,24,False
2019-11-10,24,False
2019-11-17,0,False
2019-11-24,23,False
2019-12-01,24,False
2019-12-08,24,False
2019-12-15,24,False
2019-12-22,81,False
2019-12-29,39,False
2020-01-05,47,False
2020-01-12,0,False
2020-01-19,24,False
2020-01-26,58,False
2020-02-02,0,False
2020-02-09,23,False
2020-02-16,23,False
2020-02-23,0,False
2020-03-01,33,False
2020-03-08,22,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,38,False
2020-04-05,19,False
2020-04-12,40,False
2020-04-19,26,False
2020-04-26,27,False
2020-05-03,18,False
2020-05-10,0,False
2020-05-17,100,True
