date,Aromathérapie,isPartial
2018-01-07,41,False
2018-01-14,20,False
2018-01-21,20,False
2018-01-28,31,False
2018-02-04,48,False
2018-02-11,51,False
2018-02-18,42,False
2018-02-25,29,False
2018-03-04,47,False
2018-03-11,20,False
2018-03-18,21,False
2018-03-25,0,False
2018-04-01,32,False
2018-04-08,32,False
2018-04-15,24,False
2018-04-22,22,False
2018-04-29,21,False
2018-05-06,30,False
2018-05-13,42,False
2018-05-20,0,False
2018-05-27,43,False
2018-06-03,0,False
2018-06-10,21,False
2018-06-17,22,False
2018-06-24,22,False
2018-07-01,0,False
2018-07-08,22,False
2018-07-15,23,False
2018-07-22,23,False
2018-07-29,31,False
2018-08-05,47,False
2018-08-12,36,False
2018-08-19,47,False
2018-08-26,22,False
2018-09-02,22,False
2018-09-09,65,False
2018-09-16,22,False
2018-09-23,33,False
2018-09-30,54,False
2018-10-07,43,False
2018-10-14,22,False
2018-10-21,34,False
2018-10-28,22,False
2018-11-04,35,False
2018-11-11,22,False
2018-11-18,21,False
2018-11-25,64,False
2018-12-02,35,False
2018-12-09,32,False
2018-12-16,29,False
2018-12-23,36,False
2018-12-30,45,False
2019-01-06,62,False
2019-01-13,52,False
2019-01-20,40,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,20,False
2019-02-17,36,False
2019-02-24,31,False
2019-03-03,20,False
2019-03-10,40,False
2019-03-17,42,False
2019-03-24,30,False
2019-03-31,20,False
2019-04-07,20,False
2019-04-14,31,False
2019-04-21,40,False
2019-04-28,26,False
2019-05-05,19,False
2019-05-12,59,False
2019-05-19,20,False
2019-05-26,0,False
2019-06-02,50,False
2019-06-09,25,False
2019-06-16,30,False
2019-06-23,0,False
2019-06-30,20,False
2019-07-07,26,False
2019-07-14,20,False
2019-07-21,0,False
2019-07-28,31,False
2019-08-04,32,False
2019-08-11,33,False
2019-08-18,45,False
2019-08-25,35,False
2019-09-01,25,False
2019-09-08,26,False
2019-09-15,25,False
2019-09-22,38,False
2019-09-29,19,False
2019-10-06,19,False
2019-10-13,58,False
2019-10-20,25,False
2019-10-27,28,False
2019-11-03,48,False
2019-11-10,31,False
2019-11-17,24,False
2019-11-24,53,False
2019-12-01,18,False
2019-12-08,26,False
2019-12-15,36,False
2019-12-22,49,False
2019-12-29,28,False
2020-01-05,30,False
2020-01-12,52,False
2020-01-19,18,False
2020-01-26,17,False
2020-02-02,23,False
2020-02-09,51,False
2020-02-16,100,False
2020-02-23,33,False
2020-03-01,25,False
2020-03-08,16,False
2020-03-15,16,False
2020-03-22,23,False
2020-03-29,26,False
2020-04-05,16,False
2020-04-12,55,False
2020-04-19,40,False
2020-04-26,15,False
2020-05-03,25,False
2020-05-10,23,False
2020-05-17,39,True
