date,Treppenbau,isPartial
2018-01-07,25,False
2018-01-14,25,False
2018-01-21,41,False
2018-01-28,33,False
2018-02-04,42,False
2018-02-11,42,False
2018-02-18,25,False
2018-02-25,25,False
2018-03-04,38,False
2018-03-11,100,False
2018-03-18,43,False
2018-03-25,0,False
2018-04-01,28,False
2018-04-08,35,False
2018-04-15,28,False
2018-04-22,27,False
2018-04-29,27,False
2018-05-06,27,False
2018-05-13,26,False
2018-05-20,27,False
2018-05-27,27,False
2018-06-03,36,False
2018-06-10,26,False
2018-06-17,0,False
2018-06-24,42,False
2018-07-01,28,False
2018-07-08,28,False
2018-07-15,28,False
2018-07-22,56,False
2018-07-29,55,False
2018-08-05,27,False
2018-08-12,41,False
2018-08-19,26,False
2018-08-26,77,False
2018-09-02,0,False
2018-09-09,26,False
2018-09-16,26,False
2018-09-23,53,False
2018-09-30,27,False
2018-10-07,27,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,38,False
2018-11-04,50,False
2018-11-11,0,False
2018-11-18,25,False
2018-11-25,27,False
2018-12-02,27,False
2018-12-09,0,False
2018-12-16,54,False
2018-12-23,0,False
2018-12-30,29,False
2019-01-06,53,False
2019-01-13,38,False
2019-01-20,25,False
2019-01-27,0,False
2019-02-03,38,False
2019-02-10,25,False
2019-02-17,51,False
2019-02-24,26,False
2019-03-03,63,False
2019-03-10,37,False
2019-03-17,78,False
2019-03-24,26,False
2019-03-31,50,False
2019-04-07,59,False
2019-04-14,28,False
2019-04-21,54,False
2019-04-28,26,False
2019-05-05,25,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,26,False
2019-06-02,50,False
2019-06-09,26,False
2019-06-16,39,False
2019-06-23,26,False
2019-06-30,40,False
2019-07-07,53,False
2019-07-14,45,False
2019-07-21,0,False
2019-07-28,28,False
2019-08-04,26,False
2019-08-11,58,False
2019-08-18,75,False
2019-08-25,38,False
2019-09-01,37,False
2019-09-08,50,False
2019-09-15,39,False
2019-09-22,25,False
2019-09-29,26,False
2019-10-06,0,False
2019-10-13,36,False
2019-10-20,24,False
2019-10-27,24,False
2019-11-03,71,False
2019-11-10,23,False
2019-11-17,47,False
2019-11-24,23,False
2019-12-01,24,False
2019-12-08,35,False
2019-12-15,36,False
2019-12-22,28,False
2019-12-29,27,False
2020-01-05,24,False
2020-01-12,34,False
2020-01-19,80,False
2020-01-26,53,False
2020-02-02,45,False
2020-02-09,22,False
2020-02-16,0,False
2020-02-23,23,False
2020-03-01,33,False
2020-03-08,21,False
2020-03-15,32,False
2020-03-22,64,False
2020-03-29,21,False
2020-04-05,23,False
2020-04-12,22,False
2020-04-19,21,False
2020-04-26,64,False
2020-05-03,63,False
2020-05-10,21,False
