date,Malerfachbetrieb,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,26,False
2018-01-28,26,False
2018-02-04,26,False
2018-02-11,53,False
2018-02-18,26,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,26,False
2018-03-25,55,False
2018-04-01,40,False
2018-04-08,27,False
2018-04-15,27,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,25,False
2018-06-03,26,False
2018-06-10,25,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,27,False
2018-07-08,0,False
2018-07-15,29,False
2018-07-22,28,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,25,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,26,False
2018-09-09,0,False
2018-09-16,26,False
2018-09-23,0,False
2018-09-30,28,False
2018-10-07,41,False
2018-10-14,26,False
2018-10-21,0,False
2018-10-28,25,False
2018-11-04,0,False
2018-11-11,51,False
2018-11-18,25,False
2018-11-25,25,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,24,False
2019-01-13,0,False
2019-01-20,48,False
2019-01-27,25,False
2019-02-03,24,False
2019-02-10,25,False
2019-02-17,25,False
2019-02-24,51,False
2019-03-03,49,False
2019-03-10,24,False
2019-03-17,0,False
2019-03-24,100,False
2019-03-31,0,False
2019-04-07,39,False
2019-04-14,28,False
2019-04-21,26,False
2019-04-28,25,False
2019-05-05,24,False
2019-05-12,25,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,48,False
2019-06-16,49,False
2019-06-23,50,False
2019-06-30,37,False
2019-07-07,38,False
2019-07-14,27,False
2019-07-21,27,False
2019-07-28,0,False
2019-08-04,38,False
2019-08-11,0,False
2019-08-18,24,False
2019-08-25,24,False
2019-09-01,23,False
2019-09-08,48,False
2019-09-15,24,False
2019-09-22,36,False
2019-09-29,48,False
2019-10-06,24,False
2019-10-13,24,False
2019-10-20,47,False
2019-10-27,23,False
2019-11-03,34,False
2019-11-10,23,False
2019-11-17,92,False
2019-11-24,0,False
2019-12-01,23,False
2019-12-08,22,False
2019-12-15,23,False
2019-12-22,25,False
2019-12-29,47,False
2020-01-05,43,False
2020-01-12,21,False
2020-01-19,44,False
2020-01-26,22,False
2020-02-02,22,False
2020-02-09,21,False
2020-02-16,22,False
2020-02-23,22,False
2020-03-01,22,False
2020-03-08,20,False
2020-03-15,20,False
2020-03-22,0,False
2020-03-29,20,False
2020-04-05,44,False
2020-04-12,21,False
2020-04-19,20,False
2020-04-26,0,False
2020-05-03,30,False
2020-05-10,30,False
2020-05-17,46,True
