date,Gartenmöbel,isPartial
2018-01-07,0,False
2018-01-14,7,False
2018-01-21,16,False
2018-01-28,17,False
2018-02-04,12,False
2018-02-11,13,False
2018-02-18,20,False
2018-02-25,18,False
2018-03-04,29,False
2018-03-11,46,False
2018-03-18,30,False
2018-03-25,53,False
2018-04-01,59,False
2018-04-08,98,False
2018-04-15,100,False
2018-04-22,68,False
2018-04-29,48,False
2018-05-06,42,False
2018-05-13,26,False
2018-05-20,18,False
2018-05-27,26,False
2018-06-03,26,False
2018-06-10,13,False
2018-06-17,36,False
2018-06-24,23,False
2018-07-01,9,False
2018-07-08,24,False
2018-07-15,51,False
2018-07-22,36,False
2018-07-29,35,False
2018-08-05,29,False
2018-08-12,22,False
2018-08-19,10,False
2018-08-26,15,False
2018-09-02,13,False
2018-09-09,17,False
2018-09-16,19,False
2018-09-23,9,False
2018-09-30,0,False
2018-10-07,13,False
2018-10-14,8,False
2018-10-21,0,False
2018-10-28,15,False
2018-11-04,8,False
2018-11-11,8,False
2018-11-18,15,False
2018-11-25,14,False
2018-12-02,7,False
2018-12-09,7,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,14,False
2019-01-06,20,False
2019-01-13,11,False
2019-01-20,0,False
2019-01-27,18,False
2019-02-03,12,False
2019-02-10,12,False
2019-02-17,59,False
2019-02-24,25,False
2019-03-03,22,False
2019-03-10,50,False
2019-03-17,64,False
2019-03-24,82,False
2019-03-31,62,False
2019-04-07,30,False
2019-04-14,43,False
2019-04-21,25,False
2019-04-28,53,False
2019-05-05,20,False
2019-05-12,33,False
2019-05-19,21,False
2019-05-26,43,False
2019-06-02,42,False
2019-06-09,23,False
2019-06-16,15,False
2019-06-23,12,False
2019-06-30,41,False
2019-07-07,39,False
2019-07-14,28,False
2019-07-21,31,False
2019-07-28,40,False
2019-08-04,17,False
2019-08-11,11,False
2019-08-18,31,False
2019-08-25,8,False
2019-09-01,11,False
2019-09-08,15,False
2019-09-15,8,False
2019-09-22,8,False
2019-09-29,0,False
2019-10-06,16,False
2019-10-13,8,False
2019-10-20,7,False
2019-10-27,22,False
2019-11-03,11,False
2019-11-10,7,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,7,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,26,False
2019-12-29,8,False
2020-01-05,9,False
2020-01-12,6,False
2020-01-19,13,False
2020-01-26,7,False
2020-02-02,17,False
2020-02-09,14,False
2020-02-16,25,False
2020-02-23,29,False
2020-03-01,27,False
2020-03-08,26,False
2020-03-15,21,False
2020-03-22,18,False
2020-03-29,37,False
2020-04-05,91,False
2020-04-12,71,False
2020-04-19,50,False
2020-04-26,57,False
2020-05-03,61,False
2020-05-10,96,False
2020-05-17,83,False
2020-05-24,69,False
2020-05-31,48,False
2020-06-07,38,False
2020-06-14,33,False
2020-06-21,45,False
2020-06-28,34,False
2020-07-05,34,False
