date,Gartenmöbel,isPartial
2018-01-07,15,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,16,False
2018-02-11,0,False
2018-02-18,45,False
2018-02-25,22,False
2018-03-04,72,False
2018-03-11,65,False
2018-03-18,65,False
2018-03-25,53,False
2018-04-01,58,False
2018-04-08,71,False
2018-04-15,40,False
2018-04-22,15,False
2018-04-29,56,False
2018-05-06,61,False
2018-05-13,14,False
2018-05-20,100,False
2018-05-27,54,False
2018-06-03,37,False
2018-06-10,43,False
2018-06-17,22,False
2018-06-24,31,False
2018-07-01,15,False
2018-07-08,25,False
2018-07-15,17,False
2018-07-22,53,False
2018-07-29,37,False
2018-08-05,32,False
2018-08-12,16,False
2018-08-19,15,False
2018-08-26,44,False
2018-09-02,31,False
2018-09-09,23,False
2018-09-16,15,False
2018-09-23,0,False
2018-09-30,25,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,15,False
2018-10-28,15,False
2018-11-04,29,False
2018-11-11,14,False
2018-11-18,14,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,17,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,29,False
2019-01-27,0,False
2019-02-03,14,False
2019-02-10,29,False
2019-02-17,22,False
2019-02-24,64,False
2019-03-03,15,False
2019-03-10,84,False
2019-03-17,58,False
2019-03-24,50,False
2019-03-31,55,False
2019-04-07,48,False
2019-04-14,30,False
2019-04-21,24,False
2019-04-28,43,False
2019-05-05,20,False
2019-05-12,14,False
2019-05-19,34,False
2019-05-26,23,False
2019-06-02,44,False
2019-06-09,36,False
2019-06-16,15,False
2019-06-23,46,False
2019-06-30,30,False
2019-07-07,31,False
2019-07-14,25,False
2019-07-21,36,False
2019-07-28,45,False
2019-08-04,17,False
2019-08-11,15,False
2019-08-18,0,False
2019-08-25,36,False
2019-09-01,28,False
2019-09-08,14,False
2019-09-15,14,False
2019-09-22,69,False
2019-09-29,15,False
2019-10-06,29,False
2019-10-13,28,False
2019-10-20,0,False
2019-10-27,13,False
2019-11-03,13,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,13,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,13,False
2019-12-22,16,False
2019-12-29,0,False
2020-01-05,24,False
2020-01-12,18,False
2020-01-19,25,False
2020-01-26,19,False
2020-02-02,13,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,26,False
2020-03-01,18,False
2020-03-08,41,False
2020-03-15,24,False
2020-03-22,52,False
2020-03-29,36,False
2020-04-05,70,False
2020-04-12,100,False
2020-04-19,39,False
2020-04-26,35,False
2020-05-03,44,False
2020-05-10,71,False
2020-05-17,68,False
2020-05-24,70,False
2020-05-31,39,False
2020-06-07,63,False
2020-06-14,23,False
2020-06-21,12,False
2020-06-28,24,False
2020-07-05,87,False
