date,Gartenmöbel,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,22,False
2018-01-28,22,False
2018-02-04,22,False
2018-02-11,47,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,22,False
2018-03-18,0,False
2018-03-25,73,False
2018-04-01,26,False
2018-04-08,23,False
2018-04-15,69,False
2018-04-22,23,False
2018-04-29,68,False
2018-05-06,0,False
2018-05-13,23,False
2018-05-20,24,False
2018-05-27,0,False
2018-06-03,46,False
2018-06-10,21,False
2018-06-17,0,False
2018-06-24,24,False
2018-07-01,25,False
2018-07-08,27,False
2018-07-15,54,False
2018-07-22,55,False
2018-07-29,28,False
2018-08-05,24,False
2018-08-12,47,False
2018-08-19,23,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,23,False
2018-09-23,24,False
2018-09-30,27,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,23,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,21,False
2019-01-13,21,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,66,False
2019-02-17,22,False
2019-02-24,23,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,43,False
2019-03-24,65,False
2019-03-31,66,False
2019-04-07,21,False
2019-04-14,75,False
2019-04-21,49,False
2019-04-28,21,False
2019-05-05,62,False
2019-05-12,0,False
2019-05-19,21,False
2019-05-26,46,False
2019-06-02,22,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,24,False
2019-06-30,47,False
2019-07-07,0,False
2019-07-14,79,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,48,False
2019-08-11,0,False
2019-08-18,42,False
2019-08-25,0,False
2019-09-01,21,False
2019-09-08,21,False
2019-09-15,22,False
2019-09-22,42,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,20,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,19,False
2019-12-15,0,False
2019-12-22,24,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,19,False
2020-01-26,19,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,39,False
2020-02-23,0,False
2020-03-01,19,False
2020-03-08,52,False
2020-03-15,16,False
2020-03-22,30,False
2020-03-29,16,False
2020-04-05,34,False
2020-04-12,83,False
2020-04-19,16,False
2020-04-26,100,False
2020-05-03,52,False
2020-05-10,48,False
2020-05-17,34,False
2020-05-24,85,False
2020-05-31,50,False
2020-06-07,33,False
2020-06-14,34,False
2020-06-21,39,False
2020-06-28,56,False
2020-07-05,62,False
