date,Gartenmöbel,isPartial
2018-01-07,28,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,20,False
2018-02-04,0,False
2018-02-11,10,False
2018-02-18,0,False
2018-02-25,9,False
2018-03-04,47,False
2018-03-11,19,False
2018-03-18,38,False
2018-03-25,29,False
2018-04-01,62,False
2018-04-08,32,False
2018-04-15,76,False
2018-04-22,10,False
2018-04-29,29,False
2018-05-06,10,False
2018-05-13,29,False
2018-05-20,30,False
2018-05-27,69,False
2018-06-03,30,False
2018-06-10,38,False
2018-06-17,20,False
2018-06-24,20,False
2018-07-01,20,False
2018-07-08,32,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,12,False
2018-08-05,21,False
2018-08-12,39,False
2018-08-19,10,False
2018-08-26,19,False
2018-09-02,21,False
2018-09-09,20,False
2018-09-16,20,False
2018-09-23,20,False
2018-09-30,11,False
2018-10-07,0,False
2018-10-14,10,False
2018-10-21,0,False
2018-10-28,29,False
2018-11-04,0,False
2018-11-11,10,False
2018-11-18,19,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,11,False
2019-01-06,18,False
2019-01-13,0,False
2019-01-20,9,False
2019-01-27,19,False
2019-02-03,19,False
2019-02-10,10,False
2019-02-17,19,False
2019-02-24,56,False
2019-03-03,83,False
2019-03-10,0,False
2019-03-17,19,False
2019-03-24,66,False
2019-03-31,65,False
2019-04-07,66,False
2019-04-14,63,False
2019-04-21,41,False
2019-04-28,18,False
2019-05-05,27,False
2019-05-12,18,False
2019-05-19,18,False
2019-05-26,28,False
2019-06-02,33,False
2019-06-09,53,False
2019-06-16,7,False
2019-06-23,41,False
2019-06-30,44,False
2019-07-07,18,False
2019-07-14,39,False
2019-07-21,52,False
2019-07-28,31,False
2019-08-04,36,False
2019-08-11,8,False
2019-08-18,24,False
2019-08-25,8,False
2019-09-01,8,False
2019-09-08,16,False
2019-09-15,8,False
2019-09-22,16,False
2019-09-29,8,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,15,False
2019-11-03,7,False
2019-11-10,8,False
2019-11-17,0,False
2019-11-24,7,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,9,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,14,False
2020-01-19,14,False
2020-01-26,7,False
2020-02-02,8,False
2020-02-09,0,False
2020-02-16,29,False
2020-02-23,14,False
2020-03-01,41,False
2020-03-08,33,False
2020-03-15,57,False
2020-03-22,30,False
2020-03-29,43,False
2020-04-05,100,False
2020-04-12,85,False
2020-04-19,45,False
2020-04-26,47,False
2020-05-03,87,False
2020-05-10,37,False
2020-05-17,55,False
2020-05-24,86,False
2020-05-31,51,False
2020-06-07,32,False
2020-06-14,13,False
2020-06-21,57,False
2020-06-28,42,False
2020-07-05,39,False
