date,Bodenleger,isPartial
2018-01-07,31,False
2018-01-14,32,False
2018-01-21,31,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,63,False
2018-02-25,64,False
2018-03-04,0,False
2018-03-11,62,False
2018-03-18,32,False
2018-03-25,34,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,49,False
2018-04-22,32,False
2018-04-29,100,False
2018-05-06,70,False
2018-05-13,33,False
2018-05-20,0,False
2018-05-27,32,False
2018-06-03,32,False
2018-06-10,0,False
2018-06-17,31,False
2018-06-24,0,False
2018-07-01,33,False
2018-07-08,0,False
2018-07-15,36,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,36,False
2018-08-12,0,False
2018-08-19,69,False
2018-08-26,67,False
2018-09-02,32,False
2018-09-09,32,False
2018-09-16,33,False
2018-09-23,0,False
2018-09-30,50,False
2018-10-07,0,False
2018-10-14,33,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,62,False
2018-11-11,32,False
2018-11-18,0,False
2018-11-25,32,False
2018-12-02,0,False
2018-12-09,33,False
2018-12-16,35,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,27,False
2019-01-20,85,False
2019-01-27,37,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,32,False
2019-03-24,62,False
2019-03-31,32,False
2019-04-07,0,False
2019-04-14,72,False
2019-04-21,0,False
2019-04-28,26,False
2019-05-05,0,False
2019-05-12,32,False
2019-05-19,63,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,49,False
2019-06-16,0,False
2019-06-23,67,False
2019-06-30,33,False
2019-07-07,64,False
2019-07-14,33,False
2019-07-21,34,False
2019-07-28,33,False
2019-08-04,33,False
2019-08-11,32,False
2019-08-18,0,False
2019-08-25,59,False
2019-09-01,59,False
2019-09-08,32,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,56,False
2019-10-06,0,False
2019-10-13,31,False
2019-10-20,30,False
2019-10-27,29,False
2019-11-03,0,False
2019-11-10,30,False
2019-11-17,30,False
2019-11-24,59,False
2019-12-01,0,False
2019-12-08,59,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,32,False
2020-01-05,27,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,58,False
2020-02-02,29,False
2020-02-09,26,False
2020-02-16,29,False
2020-02-23,0,False
2020-03-01,27,False
2020-03-08,62,False
2020-03-15,27,False
2020-03-22,0,False
2020-03-29,41,False
2020-04-05,28,False
2020-04-12,30,False
2020-04-19,84,False
2020-04-26,0,False
2020-05-03,25,False
2020-05-10,27,False
