date,Bodenleger,isPartial
2018-01-07,45,False
2018-01-14,30,False
2018-01-21,0,False
2018-01-28,29,False
2018-02-04,0,False
2018-02-11,61,False
2018-02-18,30,False
2018-02-25,0,False
2018-03-04,40,False
2018-03-11,30,False
2018-03-18,31,False
2018-03-25,33,False
2018-04-01,0,False
2018-04-08,32,False
2018-04-15,33,False
2018-04-22,32,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,31,False
2018-05-20,48,False
2018-05-27,0,False
2018-06-03,32,False
2018-06-10,31,False
2018-06-17,64,False
2018-06-24,33,False
2018-07-01,99,False
2018-07-08,33,False
2018-07-15,100,False
2018-07-22,67,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,65,False
2018-08-19,31,False
2018-08-26,30,False
2018-09-02,61,False
2018-09-09,31,False
2018-09-16,31,False
2018-09-23,63,False
2018-09-30,33,False
2018-10-07,32,False
2018-10-14,31,False
2018-10-21,45,False
2018-10-28,30,False
2018-11-04,29,False
2018-11-11,30,False
2018-11-18,30,False
2018-11-25,32,False
2018-12-02,0,False
2018-12-09,63,False
2018-12-16,49,False
2018-12-23,75,False
2018-12-30,34,False
2019-01-06,31,False
2019-01-13,40,False
2019-01-20,60,False
2019-01-27,30,False
2019-02-03,30,False
2019-02-10,30,False
2019-02-17,30,False
2019-02-24,31,False
2019-03-03,30,False
2019-03-10,44,False
2019-03-17,31,False
2019-03-24,45,False
2019-03-31,40,False
2019-04-07,61,False
2019-04-14,33,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,88,False
2019-05-12,46,False
2019-05-19,59,False
2019-05-26,31,False
2019-06-02,45,False
2019-06-09,0,False
2019-06-16,63,False
2019-06-23,31,False
2019-06-30,63,False
2019-07-07,31,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,47,False
2019-08-11,59,False
2019-08-18,30,False
2019-08-25,60,False
2019-09-01,29,False
2019-09-08,60,False
2019-09-15,31,False
2019-09-22,30,False
2019-09-29,64,False
2019-10-06,30,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,28,False
2019-11-03,28,False
2019-11-10,42,False
2019-11-17,57,False
2019-11-24,0,False
2019-12-01,28,False
2019-12-08,0,False
2019-12-15,29,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,28,False
2020-01-12,45,False
2020-01-19,27,False
2020-01-26,27,False
2020-02-02,40,False
2020-02-09,39,False
2020-02-16,27,False
2020-02-23,40,False
2020-03-01,26,False
2020-03-08,42,False
2020-03-15,0,False
2020-03-22,25,False
2020-03-29,50,False
2020-04-05,28,False
2020-04-12,26,False
2020-04-19,38,False
2020-04-26,38,False
2020-05-03,42,False
2020-05-10,38,False
