date,banda,isPartial
2018-01-07,25,False
2018-01-14,0,False
2018-01-21,77,False
2018-01-28,24,False
2018-02-04,24,False
2018-02-11,0,False
2018-02-18,23,False
2018-02-25,43,False
2018-03-04,23,False
2018-03-11,71,False
2018-03-18,0,False
2018-03-25,25,False
2018-04-01,25,False
2018-04-08,25,False
2018-04-15,24,False
2018-04-22,25,False
2018-04-29,24,False
2018-05-06,0,False
2018-05-13,37,False
2018-05-20,0,False
2018-05-27,25,False
2018-06-03,25,False
2018-06-10,23,False
2018-06-17,0,False
2018-06-24,24,False
2018-07-01,0,False
2018-07-08,24,False
2018-07-15,24,False
2018-07-22,0,False
2018-07-29,23,False
2018-08-05,0,False
2018-08-12,52,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,36,False
2018-09-09,72,False
2018-09-16,24,False
2018-09-23,24,False
2018-09-30,36,False
2018-10-07,26,False
2018-10-14,24,False
2018-10-21,24,False
2018-10-28,49,False
2018-11-04,47,False
2018-11-11,25,False
2018-11-18,0,False
2018-11-25,24,False
2018-12-02,0,False
2018-12-09,70,False
2018-12-16,100,False
2018-12-23,0,False
2018-12-30,45,False
2019-01-06,33,False
2019-01-13,23,False
2019-01-20,88,False
2019-01-27,0,False
2019-02-03,22,False
2019-02-10,0,False
2019-02-17,23,False
2019-02-24,23,False
2019-03-03,50,False
2019-03-10,24,False
2019-03-17,37,False
2019-03-24,35,False
2019-03-31,24,False
2019-04-07,49,False
2019-04-14,25,False
2019-04-21,48,False
2019-04-28,23,False
2019-05-05,48,False
2019-05-12,34,False
2019-05-19,23,False
2019-05-26,44,False
2019-06-02,24,False
2019-06-09,38,False
2019-06-16,0,False
2019-06-23,25,False
2019-06-30,0,False
2019-07-07,24,False
2019-07-14,24,False
2019-07-21,24,False
2019-07-28,23,False
2019-08-04,45,False
2019-08-11,31,False
2019-08-18,0,False
2019-08-25,30,False
2019-09-01,21,False
2019-09-08,0,False
2019-09-15,33,False
2019-09-22,33,False
2019-09-29,67,False
2019-10-06,23,False
2019-10-13,23,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,21,False
2019-11-10,22,False
2019-11-17,22,False
2019-11-24,31,False
2019-12-01,88,False
2019-12-08,23,False
2019-12-15,89,False
2019-12-22,44,False
2019-12-29,21,False
2020-01-05,21,False
2020-01-12,0,False
2020-01-19,21,False
2020-01-26,20,False
2020-02-02,38,False
2020-02-09,41,False
2020-02-16,41,False
2020-02-23,48,False
2020-03-01,38,False
2020-03-08,18,False
2020-03-15,33,False
2020-03-22,0,False
2020-03-29,32,False
2020-04-05,34,False
2020-04-12,17,False
2020-04-19,63,False
2020-04-26,29,True
