date,travaux appartement,isPartial
2018-01-07,32,False
2018-01-14,32,False
2018-01-21,32,False
2018-01-28,49,False
2018-02-04,0,False
2018-02-11,32,False
2018-02-18,64,False
2018-02-25,63,False
2018-03-04,66,False
2018-03-11,54,False
2018-03-18,43,False
2018-03-25,50,False
2018-04-01,33,False
2018-04-08,52,False
2018-04-15,34,False
2018-04-22,34,False
2018-04-29,65,False
2018-05-06,32,False
2018-05-13,48,False
2018-05-20,33,False
2018-05-27,0,False
2018-06-03,32,False
2018-06-10,77,False
2018-06-17,33,False
2018-06-24,32,False
2018-07-01,31,False
2018-07-08,32,False
2018-07-15,0,False
2018-07-22,64,False
2018-07-29,32,False
2018-08-05,0,False
2018-08-12,31,False
2018-08-19,64,False
2018-08-26,32,False
2018-09-02,33,False
2018-09-09,50,False
2018-09-16,33,False
2018-09-23,100,False
2018-09-30,34,False
2018-10-07,66,False
2018-10-14,34,False
2018-10-21,53,False
2018-10-28,0,False
2018-11-04,96,False
2018-11-11,51,False
2018-11-18,32,False
2018-11-25,34,False
2018-12-02,34,False
2018-12-09,34,False
2018-12-16,35,False
2018-12-23,0,False
2018-12-30,74,False
2019-01-06,67,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,48,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,52,False
2019-02-24,0,False
2019-03-03,33,False
2019-03-10,33,False
2019-03-17,35,False
2019-03-24,0,False
2019-03-31,33,False
2019-04-07,45,False
2019-04-14,34,False
2019-04-21,32,False
2019-04-28,65,False
2019-05-05,32,False
2019-05-12,64,False
2019-05-19,31,False
2019-05-26,0,False
2019-06-02,45,False
2019-06-09,59,False
2019-06-16,30,False
2019-06-23,31,False
2019-06-30,60,False
2019-07-07,30,False
2019-07-14,31,False
2019-07-21,31,False
2019-07-28,31,False
2019-08-04,31,False
2019-08-11,38,False
2019-08-18,65,False
2019-08-25,28,False
2019-09-01,30,False
2019-09-08,30,False
2019-09-15,30,False
2019-09-22,59,False
2019-09-29,30,False
2019-10-06,30,False
2019-10-13,30,False
2019-10-20,45,False
2019-10-27,40,False
2019-11-03,0,False
2019-11-10,29,False
2019-11-17,29,False
2019-11-24,43,False
2019-12-01,28,False
2019-12-08,29,False
2019-12-15,28,False
2019-12-22,32,False
2019-12-29,51,False
2020-01-05,28,False
2020-01-12,27,False
2020-01-19,28,False
2020-01-26,28,False
2020-02-02,28,False
2020-02-09,27,False
2020-02-16,56,False
2020-02-23,44,False
2020-03-01,26,False
2020-03-08,27,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,47,False
2020-04-05,23,False
2020-04-12,40,False
2020-04-19,23,False
2020-04-26,44,False
2020-05-03,44,False
2020-05-10,23,False
2020-05-17,37,False
2020-05-24,49,False
2020-05-31,40,False
2020-06-07,47,False
2020-06-14,25,False
2020-06-21,0,True
