date,travaux appartement,isPartial
2018-01-07,30,False
2018-01-14,100,False
2018-01-21,57,False
2018-01-28,30,False
2018-02-04,29,False
2018-02-11,0,False
2018-02-18,30,False
2018-02-25,37,False
2018-03-04,43,False
2018-03-11,38,False
2018-03-18,45,False
2018-03-25,45,False
2018-04-01,31,False
2018-04-08,31,False
2018-04-15,34,False
2018-04-22,93,False
2018-04-29,60,False
2018-05-06,49,False
2018-05-13,60,False
2018-05-20,32,False
2018-05-27,30,False
2018-06-03,31,False
2018-06-10,40,False
2018-06-17,31,False
2018-06-24,62,False
2018-07-01,30,False
2018-07-08,31,False
2018-07-15,0,False
2018-07-22,48,False
2018-07-29,33,False
2018-08-05,33,False
2018-08-12,34,False
2018-08-19,67,False
2018-08-26,63,False
2018-09-02,62,False
2018-09-09,31,False
2018-09-16,48,False
2018-09-23,62,False
2018-09-30,31,False
2018-10-07,52,False
2018-10-14,32,False
2018-10-21,48,False
2018-10-28,0,False
2018-11-04,45,False
2018-11-11,46,False
2018-11-18,30,False
2018-11-25,31,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,32,False
2019-01-06,49,False
2019-01-13,45,False
2019-01-20,57,False
2019-01-27,28,False
2019-02-03,87,False
2019-02-10,29,False
2019-02-17,31,False
2019-02-24,45,False
2019-03-03,29,False
2019-03-10,29,False
2019-03-17,61,False
2019-03-24,58,False
2019-03-31,28,False
2019-04-07,56,False
2019-04-14,58,False
2019-04-21,29,False
2019-04-28,0,False
2019-05-05,55,False
2019-05-12,56,False
2019-05-19,28,False
2019-05-26,30,False
2019-06-02,28,False
2019-06-09,27,False
2019-06-16,43,False
2019-06-23,29,False
2019-06-30,72,False
2019-07-07,56,False
2019-07-14,57,False
2019-07-21,58,False
2019-07-28,30,False
2019-08-04,30,False
2019-08-11,32,False
2019-08-18,54,False
2019-08-25,30,False
2019-09-01,27,False
2019-09-08,41,False
2019-09-15,41,False
2019-09-22,54,False
2019-09-29,28,False
2019-10-06,55,False
2019-10-13,37,False
2019-10-20,27,False
2019-10-27,79,False
2019-11-03,0,False
2019-11-10,78,False
2019-11-17,26,False
2019-11-24,50,False
2019-12-01,50,False
2019-12-08,50,False
2019-12-15,38,False
2019-12-22,56,False
2019-12-29,27,False
2020-01-05,25,False
2020-01-12,38,False
2020-01-19,42,False
2020-01-26,41,False
2020-02-02,37,False
2020-02-09,40,False
2020-02-16,36,False
2020-02-23,31,False
2020-03-01,36,False
2020-03-08,35,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,22,False
2020-04-12,22,False
2020-04-19,23,False
2020-04-26,43,False
2020-05-03,36,False
2020-05-10,33,False
2020-05-17,48,False
2020-05-24,47,False
2020-05-31,34,False
2020-06-07,45,False
2020-06-14,40,False
2020-06-21,89,True
