date,Unterhaltsreinigung,isPartial
2018-01-07,0,False
2018-01-14,38,False
2018-01-21,77,False
2018-01-28,78,False
2018-02-04,35,False
2018-02-11,26,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,26,False
2018-03-18,0,False
2018-03-25,27,False
2018-04-01,28,False
2018-04-08,81,False
2018-04-15,37,False
2018-04-22,27,False
2018-04-29,28,False
2018-05-06,28,False
2018-05-13,27,False
2018-05-20,29,False
2018-05-27,0,False
2018-06-03,27,False
2018-06-10,0,False
2018-06-17,27,False
2018-06-24,27,False
2018-07-01,26,False
2018-07-08,54,False
2018-07-15,54,False
2018-07-22,27,False
2018-07-29,42,False
2018-08-05,29,False
2018-08-12,59,False
2018-08-19,90,False
2018-08-26,29,False
2018-09-02,0,False
2018-09-09,41,False
2018-09-16,41,False
2018-09-23,27,False
2018-09-30,27,False
2018-10-07,0,False
2018-10-14,26,False
2018-10-21,52,False
2018-10-28,26,False
2018-11-04,34,False
2018-11-11,51,False
2018-11-18,33,False
2018-11-25,25,False
2018-12-02,38,False
2018-12-09,0,False
2018-12-16,26,False
2018-12-23,30,False
2018-12-30,55,False
2019-01-06,24,False
2019-01-13,49,False
2019-01-20,24,False
2019-01-27,64,False
2019-02-03,73,False
2019-02-10,37,False
2019-02-17,50,False
2019-02-24,43,False
2019-03-03,50,False
2019-03-10,24,False
2019-03-17,34,False
2019-03-24,50,False
2019-03-31,50,False
2019-04-07,58,False
2019-04-14,27,False
2019-04-21,66,False
2019-04-28,51,False
2019-05-05,24,False
2019-05-12,50,False
2019-05-19,57,False
2019-05-26,26,False
2019-06-02,42,False
2019-06-09,44,False
2019-06-16,26,False
2019-06-23,38,False
2019-06-30,25,False
2019-07-07,24,False
2019-07-14,25,False
2019-07-21,26,False
2019-07-28,26,False
2019-08-04,28,False
2019-08-11,27,False
2019-08-18,28,False
2019-08-25,28,False
2019-09-01,43,False
2019-09-08,25,False
2019-09-15,38,False
2019-09-22,57,False
2019-09-29,50,False
2019-10-06,48,False
2019-10-13,24,False
2019-10-20,36,False
2019-10-27,40,False
2019-11-03,46,False
2019-11-10,47,False
2019-11-17,38,False
2019-11-24,68,False
2019-12-01,47,False
2019-12-08,38,False
2019-12-15,40,False
2019-12-22,27,False
2019-12-29,52,False
2020-01-05,23,False
2020-01-12,22,False
2020-01-19,100,False
2020-01-26,33,False
2020-02-02,37,False
2020-02-09,37,False
2020-02-16,54,False
2020-02-23,33,False
2020-03-01,22,False
2020-03-08,61,False
2020-03-15,33,False
2020-03-22,32,False
2020-03-29,39,False
2020-04-05,32,False
2020-04-12,42,False
2020-04-19,27,False
2020-04-26,26,False
2020-05-03,39,False
2020-05-10,39,False
