date,Unterhaltsreinigung,isPartial
2018-01-07,68,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,51,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,34,False
2018-03-04,67,False
2018-03-11,0,False
2018-03-18,34,False
2018-03-25,35,False
2018-04-01,69,False
2018-04-08,35,False
2018-04-15,0,False
2018-04-22,33,False
2018-04-29,35,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,33,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,100,False
2018-06-24,0,False
2018-07-01,35,False
2018-07-08,36,False
2018-07-15,0,False
2018-07-22,36,False
2018-07-29,0,False
2018-08-05,32,False
2018-08-12,32,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,66,False
2018-09-09,0,False
2018-09-16,34,False
2018-09-23,34,False
2018-09-30,0,False
2018-10-07,35,False
2018-10-14,34,False
2018-10-21,65,False
2018-10-28,33,False
2018-11-04,64,False
2018-11-11,33,False
2018-11-18,32,False
2018-11-25,33,False
2018-12-02,33,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,37,False
2018-12-30,34,False
2019-01-06,0,False
2019-01-13,31,False
2019-01-20,0,False
2019-01-27,32,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,32,False
2019-02-24,50,False
2019-03-03,32,False
2019-03-10,47,False
2019-03-17,64,False
2019-03-24,66,False
2019-03-31,33,False
2019-04-07,34,False
2019-04-14,73,False
2019-04-21,34,False
2019-04-28,32,False
2019-05-05,32,False
2019-05-12,64,False
2019-05-19,32,False
2019-05-26,32,False
2019-06-02,62,False
2019-06-09,64,False
2019-06-16,48,False
2019-06-23,97,False
2019-06-30,32,False
2019-07-07,0,False
2019-07-14,52,False
2019-07-21,0,False
2019-07-28,34,False
2019-08-04,0,False
2019-08-11,30,False
2019-08-18,47,False
2019-08-25,31,False
2019-09-01,30,False
2019-09-08,62,False
2019-09-15,31,False
2019-09-22,31,False
2019-09-29,31,False
2019-10-06,0,False
2019-10-13,31,False
2019-10-20,31,False
2019-10-27,30,False
2019-11-03,29,False
2019-11-10,44,False
2019-11-17,30,False
2019-11-24,57,False
2019-12-01,44,False
2019-12-08,29,False
2019-12-15,30,False
2019-12-22,33,False
2019-12-29,45,False
2020-01-05,42,False
2020-01-12,27,False
2020-01-19,57,False
2020-01-26,84,False
2020-02-02,56,False
2020-02-09,27,False
2020-02-16,28,False
2020-02-23,84,False
2020-03-01,28,False
2020-03-08,0,False
2020-03-15,26,False
2020-03-22,39,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,27,False
2020-04-19,39,False
2020-04-26,25,False
2020-05-03,39,False
2020-05-10,51,False
