date,Kalkputz,isPartial
2018-01-07,42,False
2018-01-14,34,False
2018-01-21,48,False
2018-01-28,32,False
2018-02-04,29,False
2018-02-11,43,False
2018-02-18,50,False
2018-02-25,32,False
2018-03-04,43,False
2018-03-11,42,False
2018-03-18,32,False
2018-03-25,30,False
2018-04-01,46,False
2018-04-08,29,False
2018-04-15,34,False
2018-04-22,36,False
2018-04-29,53,False
2018-05-06,57,False
2018-05-13,66,False
2018-05-20,48,False
2018-05-27,47,False
2018-06-03,45,False
2018-06-10,35,False
2018-06-17,43,False
2018-06-24,22,False
2018-07-01,28,False
2018-07-08,29,False
2018-07-15,55,False
2018-07-22,37,False
2018-07-29,46,False
2018-08-05,0,False
2018-08-12,48,False
2018-08-19,24,False
2018-08-26,60,False
2018-09-02,34,False
2018-09-09,52,False
2018-09-16,73,False
2018-09-23,37,False
2018-09-30,22,False
2018-10-07,65,False
2018-10-14,75,False
2018-10-21,21,False
2018-10-28,21,False
2018-11-04,76,False
2018-11-11,28,False
2018-11-18,40,False
2018-11-25,51,False
2018-12-02,31,False
2018-12-09,61,False
2018-12-16,0,False
2018-12-23,25,False
2018-12-30,45,False
2019-01-06,39,False
2019-01-13,49,False
2019-01-20,39,False
2019-01-27,32,False
2019-02-03,46,False
2019-02-10,20,False
2019-02-17,40,False
2019-02-24,62,False
2019-03-03,20,False
2019-03-10,39,False
2019-03-17,41,False
2019-03-24,40,False
2019-03-31,40,False
2019-04-07,100,False
2019-04-14,33,False
2019-04-21,21,False
2019-04-28,61,False
2019-05-05,19,False
2019-05-12,40,False
2019-05-19,49,False
2019-05-26,62,False
2019-06-02,55,False
2019-06-09,75,False
2019-06-16,50,False
2019-06-23,51,False
2019-06-30,20,False
2019-07-07,46,False
2019-07-14,41,False
2019-07-21,0,False
2019-07-28,32,False
2019-08-04,38,False
2019-08-11,76,False
2019-08-18,37,False
2019-08-25,30,False
2019-09-01,21,False
2019-09-08,61,False
2019-09-15,21,False
2019-09-22,46,False
2019-09-29,40,False
2019-10-06,39,False
2019-10-13,32,False
2019-10-20,29,False
2019-10-27,51,False
2019-11-03,37,False
2019-11-10,38,False
2019-11-17,31,False
2019-11-24,37,False
2019-12-01,19,False
2019-12-08,19,False
2019-12-15,29,False
2019-12-22,33,False
2019-12-29,49,False
2020-01-05,65,False
2020-01-12,26,False
2020-01-19,64,False
2020-01-26,79,False
2020-02-02,36,False
2020-02-09,24,False
2020-02-16,56,False
2020-02-23,53,False
2020-03-01,70,False
2020-03-08,25,False
2020-03-15,16,False
2020-03-22,37,False
2020-03-29,53,False
2020-04-05,29,False
2020-04-12,34,False
2020-04-19,49,False
2020-04-26,47,False
2020-05-03,43,False
2020-05-10,32,False
