date,fausse pelouse,isPartial
2018-01-07,23,False
2018-01-14,23,False
2018-01-21,22,False
2018-01-28,22,False
2018-02-04,23,False
2018-02-11,0,False
2018-02-18,24,False
2018-02-25,49,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,48,False
2018-04-01,24,False
2018-04-08,47,False
2018-04-15,100,False
2018-04-22,24,False
2018-04-29,24,False
2018-05-06,76,False
2018-05-13,23,False
2018-05-20,35,False
2018-05-27,0,False
2018-06-03,23,False
2018-06-10,22,False
2018-06-17,22,False
2018-06-24,46,False
2018-07-01,23,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,27,False
2018-08-05,57,False
2018-08-12,60,False
2018-08-19,27,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,23,False
2018-09-23,23,False
2018-09-30,23,False
2018-10-07,22,False
2018-10-14,0,False
2018-10-21,22,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,22,False
2018-11-18,0,False
2018-11-25,23,False
2018-12-02,23,False
2018-12-09,23,False
2018-12-16,0,False
2018-12-23,29,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,22,False
2019-01-27,0,False
2019-02-03,21,False
2019-02-10,0,False
2019-02-17,23,False
2019-02-24,23,False
2019-03-03,23,False
2019-03-10,0,False
2019-03-17,47,False
2019-03-24,48,False
2019-03-31,35,False
2019-04-07,24,False
2019-04-14,24,False
2019-04-21,52,False
2019-04-28,51,False
2019-05-05,25,False
2019-05-12,49,False
2019-05-19,48,False
2019-05-26,25,False
2019-06-02,0,False
2019-06-09,24,False
2019-06-16,36,False
2019-06-23,36,False
2019-06-30,61,False
2019-07-07,25,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,58,False
2019-08-04,46,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,24,False
2019-09-08,24,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,23,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,23,False
2019-12-22,0,False
2019-12-29,51,False
2020-01-05,0,False
2020-01-12,22,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,22,False
2020-02-09,22,False
2020-02-16,23,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,45,False
2020-03-22,34,False
2020-03-29,34,False
2020-04-05,45,False
2020-04-12,46,False
2020-04-19,55,False
2020-04-26,22,False
2020-05-03,0,False
2020-05-10,0,False
2020-05-17,91,False
2020-05-24,54,False
2020-05-31,62,False
2020-06-07,32,False
2020-06-14,32,False
2020-06-21,0,True
