date,capelli corti,isPartial
2018-01-07,51,False
2018-01-14,34,False
2018-01-21,17,False
2018-01-28,25,False
2018-02-04,48,False
2018-02-11,49,False
2018-02-18,0,False
2018-02-25,59,False
2018-03-04,16,False
2018-03-11,16,False
2018-03-18,24,False
2018-03-25,52,False
2018-04-01,18,False
2018-04-08,34,False
2018-04-15,70,False
2018-04-22,34,False
2018-04-29,51,False
2018-05-06,100,False
2018-05-13,52,False
2018-05-20,33,False
2018-05-27,53,False
2018-06-03,35,False
2018-06-10,33,False
2018-06-17,0,False
2018-06-24,43,False
2018-07-01,17,False
2018-07-08,50,False
2018-07-15,33,False
2018-07-22,32,False
2018-07-29,24,False
2018-08-05,31,False
2018-08-12,25,False
2018-08-19,35,False
2018-08-26,15,False
2018-09-02,16,False
2018-09-09,25,False
2018-09-16,0,False
2018-09-23,17,False
2018-09-30,17,False
2018-10-07,17,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,16,False
2018-11-04,17,False
2018-11-11,52,False
2018-11-18,0,False
2018-11-25,25,False
2018-12-02,26,False
2018-12-09,25,False
2018-12-16,26,False
2018-12-23,18,False
2018-12-30,16,False
2019-01-06,16,False
2019-01-13,16,False
2019-01-20,30,False
2019-01-27,31,False
2019-02-03,16,False
2019-02-10,39,False
2019-02-17,23,False
2019-02-24,16,False
2019-03-03,52,False
2019-03-10,17,False
2019-03-17,51,False
2019-03-24,33,False
2019-03-31,0,False
2019-04-07,17,False
2019-04-14,26,False
2019-04-21,35,False
2019-04-28,25,False
2019-05-05,17,False
2019-05-12,32,False
2019-05-19,33,False
2019-05-26,30,False
2019-06-02,0,False
2019-06-09,35,False
2019-06-16,27,False
2019-06-23,27,False
2019-06-30,35,False
2019-07-07,16,False
2019-07-14,17,False
2019-07-21,17,False
2019-07-28,17,False
2019-08-04,16,False
2019-08-11,15,False
2019-08-18,36,False
2019-08-25,29,False
2019-09-01,0,False
2019-09-08,16,False
2019-09-15,0,False
2019-09-22,62,False
2019-09-29,16,False
2019-10-06,24,False
2019-10-13,32,False
2019-10-20,23,False
2019-10-27,15,False
2019-11-03,21,False
2019-11-10,45,False
2019-11-17,30,False
2019-11-24,30,False
2019-12-01,15,False
2019-12-08,24,False
2019-12-15,24,False
2019-12-22,66,False
2019-12-29,38,False
2020-01-05,0,False
2020-01-12,28,False
2020-01-19,14,False
2020-01-26,14,False
2020-02-02,13,False
2020-02-09,14,False
2020-02-16,29,False
2020-02-23,20,False
2020-03-01,13,False
2020-03-08,12,False
2020-03-15,12,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,12,False
2020-04-12,12,False
2020-04-19,11,False
2020-04-26,0,True
