date,capelli corti,isPartial
2018-01-07,47,False
2018-01-14,24,False
2018-01-21,60,False
2018-01-28,46,False
2018-02-04,44,False
2018-02-11,69,False
2018-02-18,43,False
2018-02-25,61,False
2018-03-04,33,False
2018-03-11,79,False
2018-03-18,67,False
2018-03-25,23,False
2018-04-01,60,False
2018-04-08,36,False
2018-04-15,59,False
2018-04-22,48,False
2018-04-29,58,False
2018-05-06,22,False
2018-05-13,93,False
2018-05-20,81,False
2018-05-27,74,False
2018-06-03,72,False
2018-06-10,33,False
2018-06-17,45,False
2018-06-24,80,False
2018-07-01,46,False
2018-07-08,68,False
2018-07-15,46,False
2018-07-22,87,False
2018-07-29,85,False
2018-08-05,43,False
2018-08-12,20,False
2018-08-19,30,False
2018-08-26,43,False
2018-09-02,45,False
2018-09-09,24,False
2018-09-16,69,False
2018-09-23,46,False
2018-09-30,67,False
2018-10-07,49,False
2018-10-14,71,False
2018-10-21,59,False
2018-10-28,80,False
2018-11-04,45,False
2018-11-11,60,False
2018-11-18,57,False
2018-11-25,57,False
2018-12-02,23,False
2018-12-09,34,False
2018-12-16,47,False
2018-12-23,47,False
2018-12-30,42,False
2019-01-06,31,False
2019-01-13,0,False
2019-01-20,21,False
2019-01-27,64,False
2019-02-03,21,False
2019-02-10,21,False
2019-02-17,66,False
2019-02-24,54,False
2019-03-03,59,False
2019-03-10,45,False
2019-03-17,46,False
2019-03-24,44,False
2019-03-31,92,False
2019-04-07,79,False
2019-04-14,59,False
2019-04-21,23,False
2019-04-28,66,False
2019-05-05,23,False
2019-05-12,43,False
2019-05-19,88,False
2019-05-26,52,False
2019-06-02,23,False
2019-06-09,83,False
2019-06-16,59,False
2019-06-23,58,False
2019-06-30,47,False
2019-07-07,45,False
2019-07-14,45,False
2019-07-21,69,False
2019-07-28,100,False
2019-08-04,64,False
2019-08-11,39,False
2019-08-18,47,False
2019-08-25,19,False
2019-09-01,39,False
2019-09-08,43,False
2019-09-15,52,False
2019-09-22,21,False
2019-09-29,42,False
2019-10-06,43,False
2019-10-13,22,False
2019-10-20,31,False
2019-10-27,20,False
2019-11-03,59,False
2019-11-10,83,False
2019-11-17,63,False
2019-11-24,49,False
2019-12-01,32,False
2019-12-08,32,False
2019-12-15,0,False
2019-12-22,52,False
2019-12-29,59,False
2020-01-05,70,False
2020-01-12,38,False
2020-01-19,20,False
2020-01-26,19,False
2020-02-02,63,False
2020-02-09,19,False
2020-02-16,39,False
2020-02-23,18,False
2020-03-01,36,False
2020-03-08,17,False
2020-03-15,32,False
2020-03-22,22,False
2020-03-29,31,False
2020-04-05,16,False
2020-04-12,16,False
2020-04-19,30,False
2020-04-26,28,True
