date,Granitsteine,isPartial
2018-01-07,0,False
2018-01-14,28,False
2018-01-21,21,False
2018-01-28,22,False
2018-02-04,43,False
2018-02-11,21,False
2018-02-18,21,False
2018-02-25,21,False
2018-03-04,32,False
2018-03-11,21,False
2018-03-18,33,False
2018-03-25,44,False
2018-04-01,33,False
2018-04-08,65,False
2018-04-15,81,False
2018-04-22,70,False
2018-04-29,29,False
2018-05-06,78,False
2018-05-13,49,False
2018-05-20,22,False
2018-05-27,42,False
2018-06-03,35,False
2018-06-10,41,False
2018-06-17,42,False
2018-06-24,0,False
2018-07-01,55,False
2018-07-08,52,False
2018-07-15,39,False
2018-07-22,45,False
2018-07-29,21,False
2018-08-05,30,False
2018-08-12,50,False
2018-08-19,40,False
2018-08-26,52,False
2018-09-02,21,False
2018-09-09,21,False
2018-09-16,21,False
2018-09-23,21,False
2018-09-30,22,False
2018-10-07,44,False
2018-10-14,28,False
2018-10-21,27,False
2018-10-28,0,False
2018-11-04,20,False
2018-11-11,21,False
2018-11-18,20,False
2018-11-25,21,False
2018-12-02,20,False
2018-12-09,42,False
2018-12-16,21,False
2018-12-23,23,False
2018-12-30,43,False
2019-01-06,0,False
2019-01-13,39,False
2019-01-20,0,False
2019-01-27,20,False
2019-02-03,20,False
2019-02-10,20,False
2019-02-17,40,False
2019-02-24,34,False
2019-03-03,20,False
2019-03-10,58,False
2019-03-17,34,False
2019-03-24,41,False
2019-03-31,41,False
2019-04-07,100,False
2019-04-14,34,False
2019-04-21,49,False
2019-04-28,47,False
2019-05-05,40,False
2019-05-12,51,False
2019-05-19,80,False
2019-05-26,47,False
2019-06-02,20,False
2019-06-09,30,False
2019-06-16,60,False
2019-06-23,20,False
2019-06-30,40,False
2019-07-07,31,False
2019-07-14,32,False
2019-07-21,45,False
2019-07-28,42,False
2019-08-04,34,False
2019-08-11,31,False
2019-08-18,20,False
2019-08-25,38,False
2019-09-01,25,False
2019-09-08,29,False
2019-09-15,0,False
2019-09-22,39,False
2019-09-29,33,False
2019-10-06,19,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,19,False
2019-11-03,36,False
2019-11-10,18,False
2019-11-17,0,False
2019-11-24,18,False
2019-12-01,0,False
2019-12-08,18,False
2019-12-15,0,False
2019-12-22,20,False
2019-12-29,0,False
2020-01-05,17,False
2020-01-12,17,False
2020-01-19,18,False
2020-01-26,17,False
2020-02-02,17,False
2020-02-09,17,False
2020-02-16,18,False
2020-02-23,29,False
2020-03-01,18,False
2020-03-08,16,False
2020-03-15,22,False
2020-03-22,65,False
2020-03-29,38,False
2020-04-05,65,False
2020-04-12,57,False
2020-04-19,76,False
2020-04-26,37,False
2020-05-03,54,False
2020-05-10,69,False
