date,Ausbau,isPartial
2018-01-07,21,False
2018-01-14,23,False
2018-01-21,26,False
2018-01-28,28,False
2018-02-04,28,False
2018-02-11,70,False
2018-02-18,40,False
2018-02-25,24,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,29,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,32,False
2018-04-22,30,False
2018-04-29,0,False
2018-05-06,31,False
2018-05-13,29,False
2018-05-20,0,False
2018-05-27,29,False
2018-06-03,0,False
2018-06-10,28,False
2018-06-17,30,False
2018-06-24,31,False
2018-07-01,30,False
2018-07-08,100,False
2018-07-15,0,False
2018-07-22,35,False
2018-07-29,0,False
2018-08-05,21,False
2018-08-12,21,False
2018-08-19,45,False
2018-08-26,60,False
2018-09-02,30,False
2018-09-09,0,False
2018-09-16,25,False
2018-09-23,28,False
2018-09-30,33,False
2018-10-07,29,False
2018-10-14,54,False
2018-10-21,47,False
2018-10-28,25,False
2018-11-04,26,False
2018-11-11,27,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,37,False
2018-12-09,24,False
2018-12-16,23,False
2018-12-23,27,False
2018-12-30,0,False
2019-01-06,21,False
2019-01-13,25,False
2019-01-20,66,False
2019-01-27,72,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,29,False
2019-02-24,83,False
2019-03-03,24,False
2019-03-10,26,False
2019-03-17,83,False
2019-03-24,29,False
2019-03-31,51,False
2019-04-07,43,False
2019-04-14,33,False
2019-04-21,29,False
2019-04-28,51,False
2019-05-05,26,False
2019-05-12,27,False
2019-05-19,54,False
2019-05-26,59,False
2019-06-02,26,False
2019-06-09,0,False
2019-06-16,25,False
2019-06-23,27,False
2019-06-30,54,False
2019-07-07,43,False
2019-07-14,31,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,81,False
2019-08-11,24,False
2019-08-18,26,False
2019-08-25,26,False
2019-09-01,50,False
2019-09-08,52,False
2019-09-15,26,False
2019-09-22,28,False
2019-09-29,28,False
2019-10-06,26,False
2019-10-13,50,False
2019-10-20,25,False
2019-10-27,50,False
2019-11-03,24,False
2019-11-10,48,False
2019-11-17,0,False
2019-11-24,61,False
2019-12-01,25,False
2019-12-08,37,False
2019-12-15,25,False
2019-12-22,30,False
2019-12-29,26,False
2020-01-05,62,False
2020-01-12,29,False
2020-01-19,34,False
2020-01-26,22,False
2020-02-02,34,False
2020-02-09,23,False
2020-02-16,48,False
2020-02-23,33,False
2020-03-01,34,False
2020-03-08,44,False
2020-03-15,20,False
2020-03-22,34,False
2020-03-29,35,False
2020-04-05,77,False
2020-04-12,27,False
2020-04-19,0,False
2020-04-26,50,False
2020-05-03,35,False
2020-05-10,26,False
2020-05-17,19,False
2020-05-24,19,False
2020-05-31,18,False
2020-06-07,39,False
2020-06-14,20,False
2020-06-21,58,False
2020-06-28,34,False
2020-07-05,45,False
