date,Ausbau,isPartial
2018-01-07,42,False
2018-01-14,42,False
2018-01-21,0,False
2018-01-28,68,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,42,False
2018-03-11,42,False
2018-03-18,43,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,47,False
2018-04-15,0,False
2018-04-22,46,False
2018-04-29,42,False
2018-05-06,46,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,45,False
2018-06-10,43,False
2018-06-17,0,False
2018-06-24,44,False
2018-07-01,0,False
2018-07-08,49,False
2018-07-15,50,False
2018-07-22,54,False
2018-07-29,0,False
2018-08-05,45,False
2018-08-12,44,False
2018-08-19,45,False
2018-08-26,44,False
2018-09-02,47,False
2018-09-09,0,False
2018-09-16,44,False
2018-09-23,46,False
2018-09-30,74,False
2018-10-07,100,False
2018-10-14,69,False
2018-10-21,0,False
2018-10-28,43,False
2018-11-04,43,False
2018-11-11,43,False
2018-11-18,0,False
2018-11-25,43,False
2018-12-02,41,False
2018-12-09,0,False
2018-12-16,88,False
2018-12-23,52,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,42,False
2019-01-20,41,False
2019-01-27,85,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,41,False
2019-03-10,41,False
2019-03-17,64,False
2019-03-24,43,False
2019-03-31,42,False
2019-04-07,0,False
2019-04-14,48,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,100,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,84,False
2019-06-02,38,False
2019-06-09,33,False
2019-06-16,0,False
2019-06-23,37,False
2019-06-30,40,False
2019-07-07,0,False
2019-07-14,43,False
2019-07-21,0,False
2019-07-28,47,False
2019-08-04,41,False
2019-08-11,37,False
2019-08-18,73,False
2019-08-25,37,False
2019-09-01,0,False
2019-09-08,37,False
2019-09-15,36,False
2019-09-22,35,False
2019-09-29,38,False
2019-10-06,38,False
2019-10-13,0,False
2019-10-20,33,False
2019-10-27,66,False
2019-11-03,0,False
2019-11-10,33,False
2019-11-17,33,False
2019-11-24,0,False
2019-12-01,34,False
2019-12-08,0,False
2019-12-15,51,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,31,False
2020-01-19,32,False
2020-01-26,0,False
2020-02-02,33,False
2020-02-09,32,False
2020-02-16,0,False
2020-02-23,31,False
2020-03-01,63,False
2020-03-08,60,False
2020-03-15,0,False
2020-03-22,53,False
2020-03-29,28,False
2020-04-05,30,False
2020-04-12,30,False
2020-04-19,28,False
2020-04-26,27,False
2020-05-03,56,False
2020-05-10,0,False
2020-05-17,93,False
2020-05-24,29,False
2020-05-31,43,False
2020-06-07,0,False
2020-06-14,0,False
2020-06-21,0,False
2020-06-28,32,False
2020-07-05,35,False
