date,Zimmerei,isPartial
2018-01-07,18,False
2018-01-14,18,False
2018-01-21,19,False
2018-01-28,19,False
2018-02-04,100,False
2018-02-11,19,False
2018-02-18,18,False
2018-02-25,18,False
2018-03-04,0,False
2018-03-11,18,False
2018-03-18,0,False
2018-03-25,38,False
2018-04-01,59,False
2018-04-08,19,False
2018-04-15,39,False
2018-04-22,19,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,18,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,18,False
2018-06-17,0,False
2018-06-24,18,False
2018-07-01,19,False
2018-07-08,18,False
2018-07-15,38,False
2018-07-22,38,False
2018-07-29,39,False
2018-08-05,37,False
2018-08-12,57,False
2018-08-19,18,False
2018-08-26,35,False
2018-09-02,36,False
2018-09-09,36,False
2018-09-16,0,False
2018-09-23,36,False
2018-09-30,0,False
2018-10-07,36,False
2018-10-14,55,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,17,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,34,False
2018-12-02,35,False
2018-12-09,0,False
2018-12-16,18,False
2018-12-23,0,False
2018-12-30,18,False
2019-01-06,16,False
2019-01-13,0,False
2019-01-20,32,False
2019-01-27,0,False
2019-02-03,35,False
2019-02-10,32,False
2019-02-17,0,False
2019-02-24,16,False
2019-03-03,33,False
2019-03-10,49,False
2019-03-17,17,False
2019-03-24,33,False
2019-03-31,0,False
2019-04-07,34,False
2019-04-14,37,False
2019-04-21,17,False
2019-04-28,32,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,16,False
2019-05-26,32,False
2019-06-02,67,False
2019-06-09,17,False
2019-06-16,34,False
2019-06-23,34,False
2019-06-30,34,False
2019-07-07,16,False
2019-07-14,34,False
2019-07-21,18,False
2019-07-28,17,False
2019-08-04,0,False
2019-08-11,17,False
2019-08-18,32,False
2019-08-25,15,False
2019-09-01,45,False
2019-09-08,32,False
2019-09-15,16,False
2019-09-22,47,False
2019-09-29,31,False
2019-10-06,0,False
2019-10-13,16,False
2019-10-20,31,False
2019-10-27,15,False
2019-11-03,0,False
2019-11-10,15,False
2019-11-17,30,False
2019-11-24,30,False
2019-12-01,46,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,34,False
2019-12-29,15,False
2020-01-05,14,False
2020-01-12,14,False
2020-01-19,28,False
2020-01-26,28,False
2020-02-02,0,False
2020-02-09,14,False
2020-02-16,29,False
2020-02-23,14,False
2020-03-01,14,False
2020-03-08,13,False
2020-03-15,25,False
2020-03-22,12,False
2020-03-29,12,False
2020-04-05,13,False
2020-04-12,38,False
2020-04-19,25,False
2020-04-26,38,False
2020-05-03,13,False
2020-05-10,38,False
2020-05-17,0,False
2020-05-24,64,False
2020-05-31,25,False
2020-06-07,13,False
2020-06-14,13,False
2020-06-21,41,False
2020-06-28,14,False
2020-07-05,0,False
