date,Zimmerei,isPartial
2018-01-07,40,False
2018-01-14,20,False
2018-01-21,40,False
2018-01-28,20,False
2018-02-04,31,False
2018-02-11,20,False
2018-02-18,40,False
2018-02-25,60,False
2018-03-04,51,False
2018-03-11,60,False
2018-03-18,41,False
2018-03-25,22,False
2018-04-01,45,False
2018-04-08,22,False
2018-04-15,44,False
2018-04-22,43,False
2018-04-29,33,False
2018-05-06,23,False
2018-05-13,65,False
2018-05-20,44,False
2018-05-27,21,False
2018-06-03,22,False
2018-06-10,41,False
2018-06-17,21,False
2018-06-24,42,False
2018-07-01,43,False
2018-07-08,43,False
2018-07-15,0,False
2018-07-22,33,False
2018-07-29,54,False
2018-08-05,20,False
2018-08-12,20,False
2018-08-19,21,False
2018-08-26,42,False
2018-09-02,41,False
2018-09-09,42,False
2018-09-16,31,False
2018-09-23,41,False
2018-09-30,55,False
2018-10-07,32,False
2018-10-14,20,False
2018-10-21,30,False
2018-10-28,28,False
2018-11-04,19,False
2018-11-11,19,False
2018-11-18,19,False
2018-11-25,20,False
2018-12-02,19,False
2018-12-09,0,False
2018-12-16,20,False
2018-12-23,32,False
2018-12-30,39,False
2019-01-06,18,False
2019-01-13,62,False
2019-01-20,27,False
2019-01-27,35,False
2019-02-03,18,False
2019-02-10,38,False
2019-02-17,37,False
2019-02-24,56,False
2019-03-03,28,False
2019-03-10,0,False
2019-03-17,29,False
2019-03-24,57,False
2019-03-31,19,False
2019-04-07,28,False
2019-04-14,52,False
2019-04-21,100,False
2019-04-28,18,False
2019-05-05,27,False
2019-05-12,38,False
2019-05-19,28,False
2019-05-26,19,False
2019-06-02,85,False
2019-06-09,76,False
2019-06-16,47,False
2019-06-23,87,False
2019-06-30,28,False
2019-07-07,19,False
2019-07-14,20,False
2019-07-21,42,False
2019-07-28,30,False
2019-08-04,20,False
2019-08-11,28,False
2019-08-18,28,False
2019-08-25,18,False
2019-09-01,37,False
2019-09-08,19,False
2019-09-15,57,False
2019-09-22,36,False
2019-09-29,35,False
2019-10-06,0,False
2019-10-13,36,False
2019-10-20,26,False
2019-10-27,50,False
2019-11-03,16,False
2019-11-10,34,False
2019-11-17,34,False
2019-11-24,51,False
2019-12-01,17,False
2019-12-08,42,False
2019-12-15,0,False
2019-12-22,28,False
2019-12-29,52,False
2020-01-05,48,False
2020-01-12,63,False
2020-01-19,32,False
2020-01-26,16,False
2020-02-02,16,False
2020-02-09,41,False
2020-02-16,24,False
2020-02-23,47,False
2020-03-01,47,False
2020-03-08,15,False
2020-03-15,43,False
2020-03-22,21,False
2020-03-29,34,False
2020-04-05,16,False
2020-04-12,30,False
2020-04-19,22,False
2020-04-26,0,False
2020-05-03,58,False
2020-05-10,43,False
