date,Zimmerei,isPartial
2018-01-07,54,False
2018-01-14,79,False
2018-01-21,39,False
2018-01-28,63,False
2018-02-04,49,False
2018-02-11,35,False
2018-02-18,35,False
2018-02-25,74,False
2018-03-04,84,False
2018-03-11,54,False
2018-03-18,46,False
2018-03-25,38,False
2018-04-01,55,False
2018-04-08,73,False
2018-04-15,55,False
2018-04-22,48,False
2018-04-29,60,False
2018-05-06,74,False
2018-05-13,56,False
2018-05-20,79,False
2018-05-27,42,False
2018-06-03,47,False
2018-06-10,23,False
2018-06-17,32,False
2018-06-24,41,False
2018-07-01,44,False
2018-07-08,38,False
2018-07-15,66,False
2018-07-22,71,False
2018-07-29,70,False
2018-08-05,52,False
2018-08-12,48,False
2018-08-19,57,False
2018-08-26,61,False
2018-09-02,60,False
2018-09-09,51,False
2018-09-16,62,False
2018-09-23,46,False
2018-09-30,65,False
2018-10-07,68,False
2018-10-14,53,False
2018-10-21,35,False
2018-10-28,52,False
2018-11-04,44,False
2018-11-11,35,False
2018-11-18,60,False
2018-11-25,53,False
2018-12-02,42,False
2018-12-09,26,False
2018-12-16,48,False
2018-12-23,37,False
2018-12-30,22,False
2019-01-06,47,False
2019-01-13,65,False
2019-01-20,68,False
2019-01-27,68,False
2019-02-03,64,False
2019-02-10,54,False
2019-02-17,35,False
2019-02-24,45,False
2019-03-03,69,False
2019-03-10,98,False
2019-03-17,26,False
2019-03-24,50,False
2019-03-31,99,False
2019-04-07,60,False
2019-04-14,59,False
2019-04-21,48,False
2019-04-28,31,False
2019-05-05,43,False
2019-05-12,75,False
2019-05-19,54,False
2019-05-26,31,False
2019-06-02,44,False
2019-06-09,30,False
2019-06-16,67,False
2019-06-23,52,False
2019-06-30,63,False
2019-07-07,78,False
2019-07-14,32,False
2019-07-21,27,False
2019-07-28,33,False
2019-08-04,31,False
2019-08-11,64,False
2019-08-18,40,False
2019-08-25,50,False
2019-09-01,92,False
2019-09-08,59,False
2019-09-15,30,False
2019-09-22,40,False
2019-09-29,47,False
2019-10-06,44,False
2019-10-13,52,False
2019-10-20,65,False
2019-10-27,65,False
2019-11-03,65,False
2019-11-10,23,False
2019-11-17,56,False
2019-11-24,41,False
2019-12-01,35,False
2019-12-08,65,False
2019-12-15,100,False
2019-12-22,34,False
2019-12-29,47,False
2020-01-05,56,False
2020-01-12,27,False
2020-01-19,36,False
2020-01-26,31,False
2020-02-02,62,False
2020-02-09,47,False
2020-02-16,81,False
2020-02-23,89,False
2020-03-01,52,False
2020-03-08,67,False
2020-03-15,49,False
2020-03-22,50,False
2020-03-29,50,False
2020-04-05,32,False
2020-04-12,56,False
2020-04-19,67,False
2020-04-26,46,False
2020-05-03,58,False
2020-05-10,67,False
