date,Zimmerei,isPartial
2018-01-07,20,False
2018-01-14,20,False
2018-01-21,0,False
2018-01-28,29,False
2018-02-04,29,False
2018-02-11,19,False
2018-02-18,37,False
2018-02-25,55,False
2018-03-04,29,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,62,False
2018-04-01,46,False
2018-04-08,48,False
2018-04-15,51,False
2018-04-22,25,False
2018-04-29,26,False
2018-05-06,26,False
2018-05-13,25,False
2018-05-20,50,False
2018-05-27,74,False
2018-06-03,48,False
2018-06-10,57,False
2018-06-17,0,False
2018-06-24,22,False
2018-07-01,22,False
2018-07-08,23,False
2018-07-15,45,False
2018-07-22,89,False
2018-07-29,22,False
2018-08-05,63,False
2018-08-12,0,False
2018-08-19,22,False
2018-08-26,34,False
2018-09-02,71,False
2018-09-09,49,False
2018-09-16,24,False
2018-09-23,47,False
2018-09-30,23,False
2018-10-07,61,False
2018-10-14,100,False
2018-10-21,38,False
2018-10-28,49,False
2018-11-04,98,False
2018-11-11,0,False
2018-11-18,48,False
2018-11-25,24,False
2018-12-02,24,False
2018-12-09,46,False
2018-12-16,23,False
2018-12-23,21,False
2018-12-30,0,False
2019-01-06,19,False
2019-01-13,57,False
2019-01-20,66,False
2019-01-27,19,False
2019-02-03,56,False
2019-02-10,57,False
2019-02-17,18,False
2019-02-24,0,False
2019-03-03,53,False
2019-03-10,18,False
2019-03-17,31,False
2019-03-24,64,False
2019-03-31,0,False
2019-04-07,43,False
2019-04-14,46,False
2019-04-21,23,False
2019-04-28,0,False
2019-05-05,23,False
2019-05-12,69,False
2019-05-19,34,False
2019-05-26,22,False
2019-06-02,0,False
2019-06-09,22,False
2019-06-16,64,False
2019-06-23,44,False
2019-06-30,21,False
2019-07-07,0,False
2019-07-14,42,False
2019-07-21,31,False
2019-07-28,39,False
2019-08-04,20,False
2019-08-11,39,False
2019-08-18,20,False
2019-08-25,95,False
2019-09-01,20,False
2019-09-08,20,False
2019-09-15,63,False
2019-09-22,21,False
2019-09-29,56,False
2019-10-06,55,False
2019-10-13,29,False
2019-10-20,38,False
2019-10-27,38,False
2019-11-03,37,False
2019-11-10,19,False
2019-11-17,56,False
2019-11-24,19,False
2019-12-01,47,False
2019-12-08,0,False
2019-12-15,27,False
2019-12-22,0,False
2019-12-29,15,False
2020-01-05,0,False
2020-01-12,15,False
2020-01-19,62,False
2020-01-26,15,False
2020-02-02,0,False
2020-02-09,29,False
2020-02-16,29,False
2020-02-23,26,False
2020-03-01,14,False
2020-03-08,14,False
2020-03-15,48,False
2020-03-22,0,False
2020-03-29,48,False
2020-04-05,27,False
2020-04-12,17,False
2020-04-19,50,False
2020-04-26,17,False
2020-05-03,18,False
2020-05-10,26,False
2020-05-17,38,False
2020-05-24,63,False
2020-05-31,36,False
2020-06-07,17,False
2020-06-14,16,False
2020-06-21,86,False
2020-06-28,33,False
2020-07-05,34,False
