date,Zimmerei,isPartial
2018-01-07,43,False
2018-01-14,21,False
2018-01-21,86,False
2018-01-28,22,False
2018-02-04,21,False
2018-02-11,43,False
2018-02-18,22,False
2018-02-25,21,False
2018-03-04,43,False
2018-03-11,21,False
2018-03-18,22,False
2018-03-25,67,False
2018-04-01,46,False
2018-04-08,22,False
2018-04-15,45,False
2018-04-22,44,False
2018-04-29,56,False
2018-05-06,23,False
2018-05-13,21,False
2018-05-20,22,False
2018-05-27,45,False
2018-06-03,22,False
2018-06-10,21,False
2018-06-17,0,False
2018-06-24,42,False
2018-07-01,21,False
2018-07-08,64,False
2018-07-15,45,False
2018-07-22,0,False
2018-07-29,23,False
2018-08-05,22,False
2018-08-12,23,False
2018-08-19,55,False
2018-08-26,22,False
2018-09-02,22,False
2018-09-09,0,False
2018-09-16,43,False
2018-09-23,54,False
2018-09-30,44,False
2018-10-07,44,False
2018-10-14,22,False
2018-10-21,44,False
2018-10-28,22,False
2018-11-04,31,False
2018-11-11,43,False
2018-11-18,100,False
2018-11-25,21,False
2018-12-02,21,False
2018-12-09,22,False
2018-12-16,33,False
2018-12-23,25,False
2018-12-30,21,False
2019-01-06,39,False
2019-01-13,19,False
2019-01-20,39,False
2019-01-27,50,False
2019-02-03,39,False
2019-02-10,20,False
2019-02-17,51,False
2019-02-24,30,False
2019-03-03,40,False
2019-03-10,19,False
2019-03-17,41,False
2019-03-24,40,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,44,False
2019-04-21,21,False
2019-04-28,60,False
2019-05-05,19,False
2019-05-12,19,False
2019-05-19,20,False
2019-05-26,20,False
2019-06-02,52,False
2019-06-09,21,False
2019-06-16,43,False
2019-06-23,32,False
2019-06-30,42,False
2019-07-07,40,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,22,False
2019-08-04,68,False
2019-08-11,42,False
2019-08-18,20,False
2019-08-25,21,False
2019-09-01,20,False
2019-09-08,0,False
2019-09-15,22,False
2019-09-22,41,False
2019-09-29,0,False
2019-10-06,50,False
2019-10-13,31,False
2019-10-20,41,False
2019-10-27,40,False
2019-11-03,29,False
2019-11-10,39,False
2019-11-17,20,False
2019-11-24,68,False
2019-12-01,40,False
2019-12-08,60,False
2019-12-15,21,False
2019-12-22,23,False
2019-12-29,21,False
2020-01-05,19,False
2020-01-12,46,False
2020-01-19,46,False
2020-01-26,18,False
2020-02-02,27,False
2020-02-09,46,False
2020-02-16,69,False
2020-02-23,36,False
2020-03-01,36,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,30,False
2020-03-29,30,False
2020-04-05,26,False
2020-04-12,50,False
2020-04-19,32,False
2020-04-26,49,False
2020-05-03,51,False
2020-05-10,41,False
2020-05-17,27,False
2020-05-24,33,False
2020-05-31,17,False
2020-06-07,35,False
2020-06-14,50,False
2020-06-21,54,False
2020-06-28,18,False
2020-07-05,19,False
