date,Zimmerei,isPartial
2018-01-07,42,False
2018-01-14,34,False
2018-01-21,34,False
2018-01-28,68,False
2018-02-04,36,False
2018-02-11,35,False
2018-02-18,69,False
2018-02-25,69,False
2018-03-04,33,False
2018-03-11,85,False
2018-03-18,53,False
2018-03-25,35,False
2018-04-01,50,False
2018-04-08,0,False
2018-04-15,56,False
2018-04-22,35,False
2018-04-29,36,False
2018-05-06,73,False
2018-05-13,53,False
2018-05-20,36,False
2018-05-27,46,False
2018-06-03,70,False
2018-06-10,32,False
2018-06-17,0,False
2018-06-24,34,False
2018-07-01,63,False
2018-07-08,71,False
2018-07-15,43,False
2018-07-22,53,False
2018-07-29,26,False
2018-08-05,25,False
2018-08-12,77,False
2018-08-19,0,False
2018-08-26,34,False
2018-09-02,34,False
2018-09-09,50,False
2018-09-16,51,False
2018-09-23,34,False
2018-09-30,50,False
2018-10-07,36,False
2018-10-14,34,False
2018-10-21,65,False
2018-10-28,34,False
2018-11-04,66,False
2018-11-11,45,False
2018-11-18,32,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,68,False
2018-12-16,33,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,92,False
2019-01-13,79,False
2019-01-20,42,False
2019-01-27,47,False
2019-02-03,33,False
2019-02-10,0,False
2019-02-17,32,False
2019-02-24,49,False
2019-03-03,63,False
2019-03-10,32,False
2019-03-17,32,False
2019-03-24,65,False
2019-03-31,51,False
2019-04-07,0,False
2019-04-14,34,False
2019-04-21,81,False
2019-04-28,63,False
2019-05-05,63,False
2019-05-12,43,False
2019-05-19,63,False
2019-05-26,31,False
2019-06-02,51,False
2019-06-09,45,False
2019-06-16,31,False
2019-06-23,62,False
2019-06-30,59,False
2019-07-07,30,False
2019-07-14,0,False
2019-07-21,61,False
2019-07-28,0,False
2019-08-04,44,False
2019-08-11,28,False
2019-08-18,30,False
2019-08-25,59,False
2019-09-01,43,False
2019-09-08,59,False
2019-09-15,59,False
2019-09-22,30,False
2019-09-29,29,False
2019-10-06,59,False
2019-10-13,28,False
2019-10-20,28,False
2019-10-27,28,False
2019-11-03,54,False
2019-11-10,85,False
2019-11-17,42,False
2019-11-24,29,False
2019-12-01,79,False
2019-12-08,0,False
2019-12-15,30,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,44,False
2020-01-12,39,False
2020-01-19,53,False
2020-01-26,39,False
2020-02-02,44,False
2020-02-09,28,False
2020-02-16,47,False
2020-02-23,36,False
2020-03-01,40,False
2020-03-08,42,False
2020-03-15,25,False
2020-03-22,37,False
2020-03-29,55,False
2020-04-05,54,False
2020-04-12,39,False
2020-04-19,51,False
2020-04-26,66,False
2020-05-03,50,False
2020-05-10,100,False
