date,Zimmerei,isPartial
2018-01-07,25,False
2018-01-14,38,False
2018-01-21,76,False
2018-01-28,100,False
2018-02-04,63,False
2018-02-11,26,False
2018-02-18,26,False
2018-02-25,27,False
2018-03-04,38,False
2018-03-11,0,False
2018-03-18,25,False
2018-03-25,53,False
2018-04-01,41,False
2018-04-08,58,False
2018-04-15,75,False
2018-04-22,30,False
2018-04-29,29,False
2018-05-06,27,False
2018-05-13,50,False
2018-05-20,26,False
2018-05-27,41,False
2018-06-03,76,False
2018-06-10,25,False
2018-06-17,80,False
2018-06-24,51,False
2018-07-01,38,False
2018-07-08,39,False
2018-07-15,53,False
2018-07-22,40,False
2018-07-29,40,False
2018-08-05,52,False
2018-08-12,0,False
2018-08-19,38,False
2018-08-26,51,False
2018-09-02,26,False
2018-09-09,40,False
2018-09-16,26,False
2018-09-23,79,False
2018-09-30,42,False
2018-10-07,61,False
2018-10-14,64,False
2018-10-21,31,False
2018-10-28,42,False
2018-11-04,67,False
2018-11-11,0,False
2018-11-18,64,False
2018-11-25,63,False
2018-12-02,60,False
2018-12-09,61,False
2018-12-16,34,False
2018-12-23,0,False
2018-12-30,78,False
2019-01-06,48,False
2019-01-13,47,False
2019-01-20,59,False
2019-01-27,23,False
2019-02-03,59,False
2019-02-10,48,False
2019-02-17,50,False
2019-02-24,60,False
2019-03-03,50,False
2019-03-10,49,False
2019-03-17,61,False
2019-03-24,61,False
2019-03-31,50,False
2019-04-07,49,False
2019-04-14,26,False
2019-04-21,39,False
2019-04-28,49,False
2019-05-05,95,False
2019-05-12,70,False
2019-05-19,47,False
2019-05-26,24,False
2019-06-02,61,False
2019-06-09,25,False
2019-06-16,24,False
2019-06-23,74,False
2019-06-30,59,False
2019-07-07,35,False
2019-07-14,76,False
2019-07-21,26,False
2019-07-28,50,False
2019-08-04,91,False
2019-08-11,51,False
2019-08-18,37,False
2019-08-25,48,False
2019-09-01,24,False
2019-09-08,25,False
2019-09-15,26,False
2019-09-22,25,False
2019-09-29,36,False
2019-10-06,90,False
2019-10-13,27,False
2019-10-20,27,False
2019-10-27,0,False
2019-11-03,50,False
2019-11-10,38,False
2019-11-17,64,False
2019-11-24,26,False
2019-12-01,26,False
2019-12-08,52,False
2019-12-15,40,False
2019-12-22,89,False
2019-12-29,46,False
2020-01-05,40,False
2020-01-12,0,False
2020-01-19,24,False
2020-01-26,35,False
2020-02-02,0,False
2020-02-09,22,False
2020-02-16,37,False
2020-02-23,47,False
2020-03-01,47,False
2020-03-08,69,False
2020-03-15,22,False
2020-03-22,46,False
2020-03-29,37,False
2020-04-05,84,False
2020-04-12,30,False
2020-04-19,20,False
2020-04-26,20,False
2020-05-03,0,False
2020-05-10,21,False
2020-05-17,66,False
2020-05-24,73,False
2020-05-31,31,False
2020-06-07,44,False
2020-06-14,31,False
2020-06-21,46,False
2020-06-28,23,False
2020-07-05,24,False
