date,Zimmerei,isPartial
2018-01-07,19,False
2018-01-14,57,False
2018-01-21,58,False
2018-01-28,20,False
2018-02-04,72,False
2018-02-11,30,False
2018-02-18,39,False
2018-02-25,20,False
2018-03-04,39,False
2018-03-11,19,False
2018-03-18,29,False
2018-03-25,74,False
2018-04-01,22,False
2018-04-08,39,False
2018-04-15,29,False
2018-04-22,56,False
2018-04-29,20,False
2018-05-06,0,False
2018-05-13,59,False
2018-05-20,21,False
2018-05-27,31,False
2018-06-03,39,False
2018-06-10,58,False
2018-06-17,39,False
2018-06-24,39,False
2018-07-01,42,False
2018-07-08,64,False
2018-07-15,77,False
2018-07-22,44,False
2018-07-29,46,False
2018-08-05,45,False
2018-08-12,24,False
2018-08-19,22,False
2018-08-26,42,False
2018-09-02,21,False
2018-09-09,61,False
2018-09-16,40,False
2018-09-23,0,False
2018-09-30,58,False
2018-10-07,47,False
2018-10-14,37,False
2018-10-21,38,False
2018-10-28,69,False
2018-11-04,19,False
2018-11-11,36,False
2018-11-18,52,False
2018-11-25,27,False
2018-12-02,18,False
2018-12-09,54,False
2018-12-16,46,False
2018-12-23,23,False
2018-12-30,0,False
2019-01-06,20,False
2019-01-13,28,False
2019-01-20,19,False
2019-01-27,67,False
2019-02-03,20,False
2019-02-10,29,False
2019-02-17,39,False
2019-02-24,28,False
2019-03-03,38,False
2019-03-10,18,False
2019-03-17,48,False
2019-03-24,39,False
2019-03-31,39,False
2019-04-07,96,False
2019-04-14,53,False
2019-04-21,53,False
2019-04-28,29,False
2019-05-05,37,False
2019-05-12,19,False
2019-05-19,37,False
2019-05-26,49,False
2019-06-02,39,False
2019-06-09,41,False
2019-06-16,100,False
2019-06-23,40,False
2019-06-30,61,False
2019-07-07,41,False
2019-07-14,0,False
2019-07-21,23,False
2019-07-28,56,False
2019-08-04,35,False
2019-08-11,23,False
2019-08-18,22,False
2019-08-25,31,False
2019-09-01,0,False
2019-09-08,50,False
2019-09-15,19,False
2019-09-22,27,False
2019-09-29,45,False
2019-10-06,45,False
2019-10-13,18,False
2019-10-20,62,False
2019-10-27,36,False
2019-11-03,85,False
2019-11-10,17,False
2019-11-17,43,False
2019-11-24,59,False
2019-12-01,17,False
2019-12-08,0,False
2019-12-15,27,False
2019-12-22,22,False
2019-12-29,23,False
2020-01-05,20,False
2020-01-12,34,False
2020-01-19,42,False
2020-01-26,34,False
2020-02-02,18,False
2020-02-09,61,False
2020-02-16,25,False
2020-02-23,64,False
2020-03-01,32,False
2020-03-08,16,False
2020-03-15,25,False
2020-03-22,35,False
2020-03-29,27,False
2020-04-05,39,False
2020-04-12,19,False
2020-04-19,18,False
2020-04-26,54,False
2020-05-03,35,False
2020-05-10,34,False
2020-05-17,28,False
2020-05-24,51,False
2020-05-31,52,False
2020-06-07,35,False
2020-06-14,50,False
2020-06-21,51,False
2020-06-28,60,False
2020-07-05,18,False
