date,insert cheminée,isPartial
2018-01-07,53,False
2018-01-14,62,False
2018-01-21,31,False
2018-01-28,32,False
2018-02-04,81,False
2018-02-11,44,False
2018-02-18,33,False
2018-02-25,32,False
2018-03-04,48,False
2018-03-11,65,False
2018-03-18,32,False
2018-03-25,64,False
2018-04-01,0,False
2018-04-08,66,False
2018-04-15,0,False
2018-04-22,31,False
2018-04-29,46,False
2018-05-06,31,False
2018-05-13,64,False
2018-05-20,0,False
2018-05-27,31,False
2018-06-03,31,False
2018-06-10,29,False
2018-06-17,0,False
2018-06-24,31,False
2018-07-01,30,False
2018-07-08,30,False
2018-07-15,31,False
2018-07-22,31,False
2018-07-29,30,False
2018-08-05,57,False
2018-08-12,59,False
2018-08-19,61,False
2018-08-26,31,False
2018-09-02,31,False
2018-09-09,62,False
2018-09-16,31,False
2018-09-23,80,False
2018-09-30,53,False
2018-10-07,44,False
2018-10-14,32,False
2018-10-21,100,False
2018-10-28,43,False
2018-11-04,46,False
2018-11-11,97,False
2018-11-18,93,False
2018-11-25,32,False
2018-12-02,42,False
2018-12-09,32,False
2018-12-16,65,False
2018-12-23,55,False
2018-12-30,57,False
2019-01-06,53,False
2019-01-13,42,False
2019-01-20,30,False
2019-01-27,50,False
2019-02-03,47,False
2019-02-10,51,False
2019-02-17,34,False
2019-02-24,35,False
2019-03-03,0,False
2019-03-10,32,False
2019-03-17,0,False
2019-03-24,31,False
2019-03-31,0,False
2019-04-07,28,False
2019-04-14,0,False
2019-04-21,28,False
2019-04-28,26,False
2019-05-05,27,False
2019-05-12,40,False
2019-05-19,26,False
2019-05-26,0,False
2019-06-02,25,False
2019-06-09,38,False
2019-06-16,27,False
2019-06-23,26,False
2019-06-30,38,False
2019-07-07,25,False
2019-07-14,0,False
2019-07-21,27,False
2019-07-28,0,False
2019-08-04,40,False
2019-08-11,78,False
2019-08-18,27,False
2019-08-25,26,False
2019-09-01,26,False
2019-09-08,77,False
2019-09-15,57,False
2019-09-22,48,False
2019-09-29,80,False
2019-10-06,52,False
2019-10-13,52,False
2019-10-20,70,False
2019-10-27,42,False
2019-11-03,87,False
2019-11-10,66,False
2019-11-17,61,False
2019-11-24,50,False
2019-12-01,43,False
2019-12-08,76,False
2019-12-15,52,False
2019-12-22,37,False
2019-12-29,66,False
2020-01-05,49,False
2020-01-12,35,False
2020-01-19,24,False
2020-01-26,24,False
2020-02-02,62,False
2020-02-09,24,False
2020-02-16,24,False
2020-02-23,48,False
2020-03-01,71,False
2020-03-08,24,False
2020-03-15,0,False
2020-03-22,22,False
2020-03-29,32,False
2020-04-05,21,False
2020-04-12,43,False
2020-04-19,21,False
2020-04-26,20,False
2020-05-03,42,False
2020-05-10,22,False
2020-05-17,81,True
