date,insert cheminée,isPartial
2018-01-07,48,False
2018-01-14,34,False
2018-01-21,23,False
2018-01-28,47,False
2018-02-04,58,False
2018-02-11,23,False
2018-02-18,48,False
2018-02-25,72,False
2018-03-04,23,False
2018-03-11,0,False
2018-03-18,23,False
2018-03-25,24,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,26,False
2018-04-22,25,False
2018-04-29,47,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,25,False
2018-05-27,0,False
2018-06-03,24,False
2018-06-10,0,False
2018-06-17,25,False
2018-06-24,25,False
2018-07-01,73,False
2018-07-08,0,False
2018-07-15,26,False
2018-07-22,0,False
2018-07-29,26,False
2018-08-05,26,False
2018-08-12,36,False
2018-08-19,26,False
2018-08-26,51,False
2018-09-02,100,False
2018-09-09,25,False
2018-09-16,25,False
2018-09-23,75,False
2018-09-30,49,False
2018-10-07,49,False
2018-10-14,25,False
2018-10-21,51,False
2018-10-28,50,False
2018-11-04,24,False
2018-11-11,41,False
2018-11-18,36,False
2018-11-25,55,False
2018-12-02,24,False
2018-12-09,36,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,40,False
2019-01-06,24,False
2019-01-13,24,False
2019-01-20,30,False
2019-01-27,0,False
2019-02-03,23,False
2019-02-10,0,False
2019-02-17,24,False
2019-02-24,25,False
2019-03-03,25,False
2019-03-10,71,False
2019-03-17,25,False
2019-03-24,0,False
2019-03-31,34,False
2019-04-07,24,False
2019-04-14,22,False
2019-04-21,22,False
2019-04-28,0,False
2019-05-05,24,False
2019-05-12,23,False
2019-05-19,30,False
2019-05-26,24,False
2019-06-02,0,False
2019-06-09,34,False
2019-06-16,34,False
2019-06-23,23,False
2019-06-30,24,False
2019-07-07,23,False
2019-07-14,24,False
2019-07-21,0,False
2019-07-28,73,False
2019-08-04,23,False
2019-08-11,22,False
2019-08-18,45,False
2019-08-25,47,False
2019-09-01,57,False
2019-09-08,43,False
2019-09-15,64,False
2019-09-22,22,False
2019-09-29,0,False
2019-10-06,19,False
2019-10-13,38,False
2019-10-20,46,False
2019-10-27,40,False
2019-11-03,34,False
2019-11-10,60,False
2019-11-17,62,False
2019-11-24,27,False
2019-12-01,36,False
2019-12-08,30,False
2019-12-15,30,False
2019-12-22,21,False
2019-12-29,20,False
2020-01-05,35,False
2020-01-12,17,False
2020-01-19,44,False
2020-01-26,23,False
2020-02-02,18,False
2020-02-09,28,False
2020-02-16,19,False
2020-02-23,0,False
2020-03-01,17,False
2020-03-08,17,False
2020-03-15,32,False
2020-03-22,15,False
2020-03-29,16,False
2020-04-05,16,False
2020-04-12,16,False
2020-04-19,23,False
2020-04-26,15,False
2020-05-03,0,False
2020-05-10,16,False
2020-05-17,0,True
