date,insert cheminée,isPartial
2018-01-07,31,False
2018-01-14,31,False
2018-01-21,46,False
2018-01-28,30,False
2018-02-04,29,False
2018-02-11,0,False
2018-02-18,31,False
2018-02-25,93,False
2018-03-04,31,False
2018-03-11,93,False
2018-03-18,31,False
2018-03-25,31,False
2018-04-01,31,False
2018-04-08,63,False
2018-04-15,33,False
2018-04-22,0,False
2018-04-29,32,False
2018-05-06,0,False
2018-05-13,31,False
2018-05-20,32,False
2018-05-27,31,False
2018-06-03,0,False
2018-06-10,30,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,31,False
2018-07-08,0,False
2018-07-15,35,False
2018-07-22,36,False
2018-07-29,0,False
2018-08-05,36,False
2018-08-12,74,False
2018-08-19,36,False
2018-08-26,34,False
2018-09-02,100,False
2018-09-09,33,False
2018-09-16,65,False
2018-09-23,78,False
2018-09-30,32,False
2018-10-07,33,False
2018-10-14,34,False
2018-10-21,67,False
2018-10-28,81,False
2018-11-04,63,False
2018-11-11,32,False
2018-11-18,0,False
2018-11-25,47,False
2018-12-02,31,False
2018-12-09,31,False
2018-12-16,33,False
2018-12-23,70,False
2018-12-30,66,False
2019-01-06,31,False
2019-01-13,31,False
2019-01-20,30,False
2019-01-27,0,False
2019-02-03,31,False
2019-02-10,49,False
2019-02-17,34,False
2019-02-24,32,False
2019-03-03,60,False
2019-03-10,31,False
2019-03-17,32,False
2019-03-24,32,False
2019-03-31,0,False
2019-04-07,33,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,61,False
2019-05-05,30,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,32,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,32,False
2019-07-14,34,False
2019-07-21,0,False
2019-07-28,35,False
2019-08-04,35,False
2019-08-11,69,False
2019-08-18,35,False
2019-08-25,32,False
2019-09-01,46,False
2019-09-08,92,False
2019-09-15,31,False
2019-09-22,0,False
2019-09-29,29,False
2019-10-06,29,False
2019-10-13,58,False
2019-10-20,29,False
2019-10-27,42,False
2019-11-03,0,False
2019-11-10,46,False
2019-11-17,38,False
2019-11-24,27,False
2019-12-01,41,False
2019-12-08,27,False
2019-12-15,42,False
2019-12-22,44,False
2019-12-29,87,False
2020-01-05,40,False
2020-01-12,0,False
2020-01-19,27,False
2020-01-26,39,False
2020-02-02,54,False
2020-02-09,26,False
2020-02-16,27,False
2020-02-23,40,False
2020-03-01,0,False
2020-03-08,24,False
2020-03-15,23,False
2020-03-22,22,False
2020-03-29,22,False
2020-04-05,0,False
2020-04-12,23,False
2020-04-19,46,False
2020-04-26,0,False
2020-05-03,42,False
2020-05-10,0,False
2020-05-17,56,True
