date,insert cheminée,isPartial
2018-01-07,29,False
2018-01-14,29,False
2018-01-21,59,False
2018-01-28,29,False
2018-02-04,0,False
2018-02-11,30,False
2018-02-18,45,False
2018-02-25,44,False
2018-03-04,87,False
2018-03-11,0,False
2018-03-18,43,False
2018-03-25,28,False
2018-04-01,58,False
2018-04-08,29,False
2018-04-15,0,False
2018-04-22,30,False
2018-04-29,62,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,30,False
2018-05-27,57,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,30,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,68,False
2018-08-12,0,False
2018-08-19,67,False
2018-08-26,31,False
2018-09-02,30,False
2018-09-09,45,False
2018-09-16,0,False
2018-09-23,45,False
2018-09-30,44,False
2018-10-07,30,False
2018-10-14,30,False
2018-10-21,45,False
2018-10-28,59,False
2018-11-04,43,False
2018-11-11,71,False
2018-11-18,28,False
2018-11-25,85,False
2018-12-02,57,False
2018-12-09,59,False
2018-12-16,30,False
2018-12-23,100,False
2018-12-30,64,False
2019-01-06,28,False
2019-01-13,28,False
2019-01-20,27,False
2019-01-27,40,False
2019-02-03,28,False
2019-02-10,74,False
2019-02-17,30,False
2019-02-24,28,False
2019-03-03,55,False
2019-03-10,42,False
2019-03-17,29,False
2019-03-24,58,False
2019-03-31,0,False
2019-04-07,28,False
2019-04-14,0,False
2019-04-21,28,False
2019-04-28,49,False
2019-05-05,74,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,25,False
2019-06-02,0,False
2019-06-09,52,False
2019-06-16,54,False
2019-06-23,27,False
2019-06-30,26,False
2019-07-07,0,False
2019-07-14,27,False
2019-07-21,0,False
2019-07-28,28,False
2019-08-04,60,False
2019-08-11,62,False
2019-08-18,32,False
2019-08-25,29,False
2019-09-01,27,False
2019-09-08,57,False
2019-09-15,56,False
2019-09-22,87,False
2019-09-29,23,False
2019-10-06,23,False
2019-10-13,23,False
2019-10-20,36,False
2019-10-27,36,False
2019-11-03,23,False
2019-11-10,45,False
2019-11-17,46,False
2019-11-24,22,False
2019-12-01,49,False
2019-12-08,0,False
2019-12-15,51,False
2019-12-22,42,False
2019-12-29,27,False
2020-01-05,58,False
2020-01-12,44,False
2020-01-19,0,False
2020-01-26,67,False
2020-02-02,0,False
2020-02-09,22,False
2020-02-16,45,False
2020-02-23,23,False
2020-03-01,23,False
2020-03-08,21,False
2020-03-15,0,False
2020-03-22,20,False
2020-03-29,20,False
2020-04-05,0,False
2020-04-12,20,False
2020-04-19,20,False
2020-04-26,37,False
2020-05-03,19,False
2020-05-10,20,False
2020-05-17,24,True
