date,insert cheminée,isPartial
2018-01-07,22,False
2018-01-14,32,False
2018-01-21,0,False
2018-01-28,22,False
2018-02-04,66,False
2018-02-11,54,False
2018-02-18,22,False
2018-02-25,53,False
2018-03-04,66,False
2018-03-11,44,False
2018-03-18,0,False
2018-03-25,55,False
2018-04-01,22,False
2018-04-08,42,False
2018-04-15,46,False
2018-04-22,45,False
2018-04-29,22,False
2018-05-06,0,False
2018-05-13,43,False
2018-05-20,67,False
2018-05-27,22,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,43,False
2018-07-01,0,False
2018-07-08,21,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,21,False
2018-08-05,41,False
2018-08-12,0,False
2018-08-19,22,False
2018-08-26,22,False
2018-09-02,22,False
2018-09-09,22,False
2018-09-16,22,False
2018-09-23,45,False
2018-09-30,57,False
2018-10-07,45,False
2018-10-14,58,False
2018-10-21,36,False
2018-10-28,100,False
2018-11-04,65,False
2018-11-11,68,False
2018-11-18,22,False
2018-11-25,45,False
2018-12-02,35,False
2018-12-09,46,False
2018-12-16,36,False
2018-12-23,54,False
2018-12-30,25,False
2019-01-06,23,False
2019-01-13,68,False
2019-01-20,44,False
2019-01-27,43,False
2019-02-03,34,False
2019-02-10,0,False
2019-02-17,47,False
2019-02-24,56,False
2019-03-03,22,False
2019-03-10,34,False
2019-03-17,23,False
2019-03-24,45,False
2019-03-31,0,False
2019-04-07,46,False
2019-04-14,0,False
2019-04-21,21,False
2019-04-28,44,False
2019-05-05,22,False
2019-05-12,33,False
2019-05-19,42,False
2019-05-26,21,False
2019-06-02,0,False
2019-06-09,20,False
2019-06-16,20,False
2019-06-23,21,False
2019-06-30,21,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,42,False
2019-07-28,43,False
2019-08-04,31,False
2019-08-11,48,False
2019-08-18,18,False
2019-08-25,19,False
2019-09-01,20,False
2019-09-08,31,False
2019-09-15,40,False
2019-09-22,50,False
2019-09-29,31,False
2019-10-06,20,False
2019-10-13,0,False
2019-10-20,60,False
2019-10-27,40,False
2019-11-03,69,False
2019-11-10,79,False
2019-11-17,77,False
2019-11-24,19,False
2019-12-01,58,False
2019-12-08,39,False
2019-12-15,29,False
2019-12-22,33,False
2019-12-29,73,False
2020-01-05,57,False
2020-01-12,55,False
2020-01-19,28,False
2020-01-26,28,False
2020-02-02,28,False
2020-02-09,38,False
2020-02-16,37,False
2020-02-23,18,False
2020-03-01,35,False
2020-03-08,18,False
2020-03-15,16,False
2020-03-22,16,False
2020-03-29,16,False
2020-04-05,16,False
2020-04-12,16,False
2020-04-19,0,False
2020-04-26,15,False
2020-05-03,0,False
2020-05-10,16,False
2020-05-17,19,True
