date,insert cheminée,isPartial
2018-01-07,20,False
2018-01-14,20,False
2018-01-21,20,False
2018-01-28,20,False
2018-02-04,59,False
2018-02-11,100,False
2018-02-18,41,False
2018-02-25,42,False
2018-03-04,42,False
2018-03-11,21,False
2018-03-18,31,False
2018-03-25,31,False
2018-04-01,62,False
2018-04-08,21,False
2018-04-15,0,False
2018-04-22,21,False
2018-04-29,22,False
2018-05-06,22,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,20,False
2018-06-10,20,False
2018-06-17,21,False
2018-06-24,0,False
2018-07-01,20,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,22,False
2018-08-05,45,False
2018-08-12,45,False
2018-08-19,29,False
2018-08-26,42,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,21,False
2018-09-23,28,False
2018-09-30,28,False
2018-10-07,75,False
2018-10-14,36,False
2018-10-21,58,False
2018-10-28,74,False
2018-11-04,27,False
2018-11-11,39,False
2018-11-18,57,False
2018-11-25,48,False
2018-12-02,39,False
2018-12-09,20,False
2018-12-16,40,False
2018-12-23,22,False
2018-12-30,35,False
2019-01-06,19,False
2019-01-13,19,False
2019-01-20,29,False
2019-01-27,25,False
2019-02-03,39,False
2019-02-10,42,False
2019-02-17,31,False
2019-02-24,30,False
2019-03-03,19,False
2019-03-10,39,False
2019-03-17,20,False
2019-03-24,20,False
2019-03-31,0,False
2019-04-07,44,False
2019-04-14,32,False
2019-04-21,0,False
2019-04-28,40,False
2019-05-05,59,False
2019-05-12,21,False
2019-05-19,21,False
2019-05-26,0,False
2019-06-02,19,False
2019-06-09,20,False
2019-06-16,20,False
2019-06-23,20,False
2019-06-30,0,False
2019-07-07,20,False
2019-07-14,41,False
2019-07-21,21,False
2019-07-28,22,False
2019-08-04,35,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,29,False
2019-09-01,19,False
2019-09-08,29,False
2019-09-15,29,False
2019-09-22,31,False
2019-09-29,37,False
2019-10-06,28,False
2019-10-13,37,False
2019-10-20,56,False
2019-10-27,30,False
2019-11-03,44,False
2019-11-10,27,False
2019-11-17,42,False
2019-11-24,29,False
2019-12-01,81,False
2019-12-08,41,False
2019-12-15,18,False
2019-12-22,27,False
2019-12-29,19,False
2020-01-05,35,False
2020-01-12,34,False
2020-01-19,35,False
2020-01-26,17,False
2020-02-02,35,False
2020-02-09,34,False
2020-02-16,18,False
2020-02-23,51,False
2020-03-01,33,False
2020-03-08,17,False
2020-03-15,15,False
2020-03-22,14,False
2020-03-29,14,False
2020-04-05,14,False
2020-04-12,22,False
2020-04-19,43,False
2020-04-26,40,False
2020-05-03,20,False
2020-05-10,15,False
2020-05-17,38,True
