date,insert cheminée,isPartial
2018-01-07,32,False
2018-01-14,38,False
2018-01-21,13,False
2018-01-28,23,False
2018-02-04,58,False
2018-02-11,15,False
2018-02-18,38,False
2018-02-25,53,False
2018-03-04,30,False
2018-03-11,18,False
2018-03-18,30,False
2018-03-25,39,False
2018-04-01,25,False
2018-04-08,18,False
2018-04-15,19,False
2018-04-22,16,False
2018-04-29,25,False
2018-05-06,13,False
2018-05-13,12,False
2018-05-20,23,False
2018-05-27,35,False
2018-06-03,23,False
2018-06-10,9,False
2018-06-17,9,False
2018-06-24,9,False
2018-07-01,9,False
2018-07-08,9,False
2018-07-15,30,False
2018-07-22,17,False
2018-07-29,18,False
2018-08-05,22,False
2018-08-12,19,False
2018-08-19,21,False
2018-08-26,26,False
2018-09-02,42,False
2018-09-09,43,False
2018-09-16,26,False
2018-09-23,35,False
2018-09-30,47,False
2018-10-07,52,False
2018-10-14,31,False
2018-10-21,63,False
2018-10-28,100,False
2018-11-04,38,False
2018-11-11,28,False
2018-11-18,57,False
2018-11-25,24,False
2018-12-02,12,False
2018-12-09,39,False
2018-12-16,49,False
2018-12-23,44,False
2018-12-30,51,False
2019-01-06,38,False
2019-01-13,38,False
2019-01-20,54,False
2019-01-27,26,False
2019-02-03,30,False
2019-02-10,29,False
2019-02-17,29,False
2019-02-24,14,False
2019-03-03,26,False
2019-03-10,22,False
2019-03-17,13,False
2019-03-24,33,False
2019-03-31,18,False
2019-04-07,12,False
2019-04-14,33,False
2019-04-21,13,False
2019-04-28,20,False
2019-05-05,29,False
2019-05-12,19,False
2019-05-19,43,False
2019-05-26,10,False
2019-06-02,11,False
2019-06-09,9,False
2019-06-16,15,False
2019-06-23,19,False
2019-06-30,14,False
2019-07-07,19,False
2019-07-14,27,False
2019-07-21,64,False
2019-07-28,26,False
2019-08-04,18,False
2019-08-11,44,False
2019-08-18,23,False
2019-08-25,21,False
2019-09-01,27,False
2019-09-08,36,False
2019-09-15,39,False
2019-09-22,38,False
2019-09-29,43,False
2019-10-06,71,False
2019-10-13,33,False
2019-10-20,37,False
2019-10-27,50,False
2019-11-03,32,False
2019-11-10,50,False
2019-11-17,50,False
2019-11-24,46,False
2019-12-01,56,False
2019-12-08,39,False
2019-12-15,27,False
2019-12-22,36,False
2019-12-29,40,False
2020-01-05,23,False
2020-01-12,34,False
2020-01-19,17,False
2020-01-26,54,False
2020-02-02,23,False
2020-02-09,49,False
2020-02-16,24,False
2020-02-23,22,False
2020-03-01,27,False
2020-03-08,13,False
2020-03-15,17,False
2020-03-22,35,False
2020-03-29,23,False
2020-04-05,30,False
2020-04-12,18,False
2020-04-19,21,False
2020-04-26,17,False
2020-05-03,21,False
2020-05-10,20,False
2020-05-17,31,True
