date,insert cheminée,isPartial
2018-01-07,25,False
2018-01-14,25,False
2018-01-21,50,False
2018-01-28,50,False
2018-02-04,25,False
2018-02-11,50,False
2018-02-18,25,False
2018-02-25,42,False
2018-03-04,51,False
2018-03-11,38,False
2018-03-18,64,False
2018-03-25,26,False
2018-04-01,38,False
2018-04-08,26,False
2018-04-15,27,False
2018-04-22,25,False
2018-04-29,27,False
2018-05-06,27,False
2018-05-13,27,False
2018-05-20,27,False
2018-05-27,26,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,26,False
2018-07-01,50,False
2018-07-08,0,False
2018-07-15,27,False
2018-07-22,26,False
2018-07-29,25,False
2018-08-05,63,False
2018-08-12,25,False
2018-08-19,0,False
2018-08-26,63,False
2018-09-02,51,False
2018-09-09,26,False
2018-09-16,38,False
2018-09-23,26,False
2018-09-30,26,False
2018-10-07,35,False
2018-10-14,27,False
2018-10-21,35,False
2018-10-28,43,False
2018-11-04,33,False
2018-11-11,52,False
2018-11-18,25,False
2018-11-25,25,False
2018-12-02,25,False
2018-12-09,52,False
2018-12-16,26,False
2018-12-23,0,False
2018-12-30,27,False
2019-01-06,59,False
2019-01-13,51,False
2019-01-20,25,False
2019-01-27,33,False
2019-02-03,63,False
2019-02-10,54,False
2019-02-17,39,False
2019-02-24,25,False
2019-03-03,25,False
2019-03-10,25,False
2019-03-17,26,False
2019-03-24,26,False
2019-03-31,26,False
2019-04-07,0,False
2019-04-14,44,False
2019-04-21,25,False
2019-04-28,24,False
2019-05-05,33,False
2019-05-12,52,False
2019-05-19,25,False
2019-05-26,33,False
2019-06-02,39,False
2019-06-09,24,False
2019-06-16,25,False
2019-06-23,0,False
2019-06-30,25,False
2019-07-07,25,False
2019-07-14,0,False
2019-07-21,25,False
2019-07-28,24,False
2019-08-04,35,False
2019-08-11,0,False
2019-08-18,24,False
2019-08-25,47,False
2019-09-01,24,False
2019-09-08,36,False
2019-09-15,24,False
2019-09-22,38,False
2019-09-29,30,False
2019-10-06,23,False
2019-10-13,85,False
2019-10-20,61,False
2019-10-27,100,False
2019-11-03,22,False
2019-11-10,45,False
2019-11-17,97,False
2019-11-24,50,False
2019-12-01,66,False
2019-12-08,33,False
2019-12-15,44,False
2019-12-22,48,False
2019-12-29,31,False
2020-01-05,64,False
2020-01-12,42,False
2020-01-19,44,False
2020-01-26,32,False
2020-02-02,50,False
2020-02-09,21,False
2020-02-16,21,False
2020-02-23,49,False
2020-03-01,30,False
2020-03-08,20,False
2020-03-15,18,False
2020-03-22,35,False
2020-03-29,35,False
2020-04-05,17,False
2020-04-12,18,False
2020-04-19,24,False
2020-04-26,33,False
2020-05-03,17,False
2020-05-10,18,False
2020-05-17,23,True
