date,bouquet mariée,isPartial
2018-01-07,22,False
2018-01-14,32,False
2018-01-21,66,False
2018-01-28,45,False
2018-02-04,22,False
2018-02-11,44,False
2018-02-18,22,False
2018-02-25,21,False
2018-03-04,54,False
2018-03-11,33,False
2018-03-18,22,False
2018-03-25,34,False
2018-04-01,23,False
2018-04-08,0,False
2018-04-15,25,False
2018-04-22,24,False
2018-04-29,45,False
2018-05-06,24,False
2018-05-13,23,False
2018-05-20,47,False
2018-05-27,34,False
2018-06-03,92,False
2018-06-10,56,False
2018-06-17,47,False
2018-06-24,58,False
2018-07-01,23,False
2018-07-08,23,False
2018-07-15,61,False
2018-07-22,73,False
2018-07-29,100,False
2018-08-05,38,False
2018-08-12,26,False
2018-08-19,0,False
2018-08-26,24,False
2018-09-02,24,False
2018-09-09,47,False
2018-09-16,47,False
2018-09-23,24,False
2018-09-30,47,False
2018-10-07,24,False
2018-10-14,0,False
2018-10-21,24,False
2018-10-28,47,False
2018-11-04,23,False
2018-11-11,23,False
2018-11-18,45,False
2018-11-25,0,False
2018-12-02,45,False
2018-12-09,23,False
2018-12-16,23,False
2018-12-23,0,False
2018-12-30,24,False
2019-01-06,55,False
2019-01-13,22,False
2019-01-20,21,False
2019-01-27,0,False
2019-02-03,22,False
2019-02-10,44,False
2019-02-17,35,False
2019-02-24,45,False
2019-03-03,0,False
2019-03-10,33,False
2019-03-17,0,False
2019-03-24,44,False
2019-03-31,0,False
2019-04-07,42,False
2019-04-14,22,False
2019-04-21,65,False
2019-04-28,21,False
2019-05-05,31,False
2019-05-12,42,False
2019-05-19,21,False
2019-05-26,33,False
2019-06-02,43,False
2019-06-09,41,False
2019-06-16,43,False
2019-06-23,22,False
2019-06-30,32,False
2019-07-07,0,False
2019-07-14,21,False
2019-07-21,22,False
2019-07-28,56,False
2019-08-04,23,False
2019-08-11,24,False
2019-08-18,24,False
2019-08-25,57,False
2019-09-01,20,False
2019-09-08,42,False
2019-09-15,21,False
2019-09-22,20,False
2019-09-29,21,False
2019-10-06,42,False
2019-10-13,41,False
2019-10-20,0,False
2019-10-27,20,False
2019-11-03,19,False
2019-11-10,20,False
2019-11-17,20,False
2019-11-24,38,False
2019-12-01,38,False
2019-12-08,28,False
2019-12-15,0,False
2019-12-22,42,False
2019-12-29,0,False
2020-01-05,38,False
2020-01-12,19,False
2020-01-19,28,False
2020-01-26,36,False
2020-02-02,18,False
2020-02-09,45,False
2020-02-16,18,False
2020-02-23,35,False
2020-03-01,18,False
2020-03-08,27,False
2020-03-15,17,False
2020-03-22,17,False
2020-03-29,25,False
2020-04-05,17,False
2020-04-12,0,True
