date,bouquet mariée,isPartial
2018-01-07,0,False
2018-01-14,33,False
2018-01-21,68,False
2018-01-28,34,False
2018-02-04,0,False
2018-02-11,35,False
2018-02-18,72,False
2018-02-25,34,False
2018-03-04,34,False
2018-03-11,70,False
2018-03-18,35,False
2018-03-25,34,False
2018-04-01,36,False
2018-04-08,0,False
2018-04-15,38,False
2018-04-22,34,False
2018-04-29,0,False
2018-05-06,34,False
2018-05-13,69,False
2018-05-20,0,False
2018-05-27,67,False
2018-06-03,33,False
2018-06-10,0,False
2018-06-17,34,False
2018-06-24,34,False
2018-07-01,33,False
2018-07-08,66,False
2018-07-15,66,False
2018-07-22,33,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,64,False
2018-08-19,0,False
2018-08-26,33,False
2018-09-02,33,False
2018-09-09,67,False
2018-09-16,0,False
2018-09-23,35,False
2018-09-30,34,False
2018-10-07,0,False
2018-10-14,35,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,35,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,34,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,39,False
2018-12-30,0,False
2019-01-06,34,False
2019-01-13,0,False
2019-01-20,33,False
2019-01-27,32,False
2019-02-03,68,False
2019-02-10,54,False
2019-02-17,36,False
2019-02-24,77,False
2019-03-03,69,False
2019-03-10,0,False
2019-03-17,36,False
2019-03-24,100,False
2019-03-31,30,False
2019-04-07,0,False
2019-04-14,31,False
2019-04-21,30,False
2019-04-28,0,False
2019-05-05,58,False
2019-05-12,43,False
2019-05-19,29,False
2019-05-26,0,False
2019-06-02,27,False
2019-06-09,0,False
2019-06-16,28,False
2019-06-23,28,False
2019-06-30,54,False
2019-07-07,27,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,30,False
2019-08-04,86,False
2019-08-11,56,False
2019-08-18,29,False
2019-08-25,28,False
2019-09-01,28,False
2019-09-08,28,False
2019-09-15,53,False
2019-09-22,0,False
2019-09-29,26,False
2019-10-06,28,False
2019-10-13,28,False
2019-10-20,28,False
2019-10-27,0,False
2019-11-03,26,False
2019-11-10,27,False
2019-11-17,28,False
2019-11-24,27,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,39,False
2020-01-26,26,False
2020-02-02,40,False
2020-02-09,52,False
2020-02-16,52,False
2020-02-23,0,False
2020-03-01,38,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,35,False
2020-04-12,0,True
