date,video riprese,isPartial
2018-01-07,50,False
2018-01-14,38,False
2018-01-21,49,False
2018-01-28,24,False
2018-02-04,72,False
2018-02-11,23,False
2018-02-18,22,False
2018-02-25,54,False
2018-03-04,22,False
2018-03-11,22,False
2018-03-18,56,False
2018-03-25,24,False
2018-04-01,49,False
2018-04-08,22,False
2018-04-15,23,False
2018-04-22,0,False
2018-04-29,46,False
2018-05-06,22,False
2018-05-13,0,False
2018-05-20,45,False
2018-05-27,46,False
2018-06-03,59,False
2018-06-10,33,False
2018-06-17,22,False
2018-06-24,23,False
2018-07-01,23,False
2018-07-08,23,False
2018-07-15,95,False
2018-07-22,24,False
2018-07-29,25,False
2018-08-05,25,False
2018-08-12,30,False
2018-08-19,32,False
2018-08-26,40,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,21,False
2018-09-23,44,False
2018-09-30,44,False
2018-10-07,45,False
2018-10-14,0,False
2018-10-21,22,False
2018-10-28,22,False
2018-11-04,31,False
2018-11-11,0,False
2018-11-18,22,False
2018-11-25,22,False
2018-12-02,41,False
2018-12-09,34,False
2018-12-16,48,False
2018-12-23,29,False
2018-12-30,0,False
2019-01-06,50,False
2019-01-13,24,False
2019-01-20,46,False
2019-01-27,31,False
2019-02-03,24,False
2019-02-10,0,False
2019-02-17,24,False
2019-02-24,0,False
2019-03-03,51,False
2019-03-10,25,False
2019-03-17,0,False
2019-03-24,25,False
2019-03-31,24,False
2019-04-07,23,False
2019-04-14,24,False
2019-04-21,28,False
2019-04-28,24,False
2019-05-05,22,False
2019-05-12,0,False
2019-05-19,24,False
2019-05-26,34,False
2019-06-02,24,False
2019-06-09,24,False
2019-06-16,26,False
2019-06-23,26,False
2019-06-30,26,False
2019-07-07,24,False
2019-07-14,52,False
2019-07-21,0,False
2019-07-28,28,False
2019-08-04,30,False
2019-08-11,32,False
2019-08-18,0,False
2019-08-25,27,False
2019-09-01,23,False
2019-09-08,24,False
2019-09-15,23,False
2019-09-22,47,False
2019-09-29,70,False
2019-10-06,60,False
2019-10-13,24,False
2019-10-20,23,False
2019-10-27,24,False
2019-11-03,0,False
2019-11-10,80,False
2019-11-17,23,False
2019-11-24,23,False
2019-12-01,24,False
2019-12-08,24,False
2019-12-15,0,False
2019-12-22,29,False
2019-12-29,28,False
2020-01-05,24,False
2020-01-12,22,False
2020-01-19,45,False
2020-01-26,33,False
2020-02-02,22,False
2020-02-09,22,False
2020-02-16,34,False
2020-02-23,32,False
2020-03-01,21,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,100,False
2020-03-29,20,False
2020-04-05,32,False
2020-04-12,21,False
2020-04-19,20,False
2020-04-26,35,True
