date,Catering,isPartial
2018-01-07,33,False
2018-01-14,0,False
2018-01-21,11,False
2018-01-28,23,False
2018-02-04,21,False
2018-02-11,33,False
2018-02-18,100,False
2018-02-25,33,False
2018-03-04,11,False
2018-03-11,43,False
2018-03-18,56,False
2018-03-25,0,False
2018-04-01,23,False
2018-04-08,11,False
2018-04-15,34,False
2018-04-22,35,False
2018-04-29,45,False
2018-05-06,22,False
2018-05-13,11,False
2018-05-20,33,False
2018-05-27,21,False
2018-06-03,0,False
2018-06-10,32,False
2018-06-17,12,False
2018-06-24,36,False
2018-07-01,24,False
2018-07-08,48,False
2018-07-15,12,False
2018-07-22,50,False
2018-07-29,63,False
2018-08-05,25,False
2018-08-12,26,False
2018-08-19,0,False
2018-08-26,12,False
2018-09-02,45,False
2018-09-09,11,False
2018-09-16,23,False
2018-09-23,11,False
2018-09-30,45,False
2018-10-07,12,False
2018-10-14,32,False
2018-10-21,22,False
2018-10-28,0,False
2018-11-04,43,False
2018-11-11,33,False
2018-11-18,21,False
2018-11-25,22,False
2018-12-02,12,False
2018-12-09,56,False
2018-12-16,56,False
2018-12-23,50,False
2018-12-30,24,False
2019-01-06,55,False
2019-01-13,0,False
2019-01-20,40,False
2019-01-27,42,False
2019-02-03,75,False
2019-02-10,33,False
2019-02-17,22,False
2019-02-24,22,False
2019-03-03,44,False
2019-03-10,22,False
2019-03-17,34,False
2019-03-24,11,False
2019-03-31,22,False
2019-04-07,34,False
2019-04-14,0,False
2019-04-21,11,False
2019-04-28,32,False
2019-05-05,33,False
2019-05-12,44,False
2019-05-19,11,False
2019-05-26,11,False
2019-06-02,41,False
2019-06-09,84,False
2019-06-16,34,False
2019-06-23,23,False
2019-06-30,0,False
2019-07-07,12,False
2019-07-14,12,False
2019-07-21,37,False
2019-07-28,50,False
2019-08-04,49,False
2019-08-11,25,False
2019-08-18,11,False
2019-08-25,21,False
2019-09-01,32,False
2019-09-08,32,False
2019-09-15,10,False
2019-09-22,11,False
2019-09-29,52,False
2019-10-06,11,False
2019-10-13,20,False
2019-10-20,30,False
2019-10-27,20,False
2019-11-03,19,False
2019-11-10,48,False
2019-11-17,10,False
2019-11-24,19,False
2019-12-01,10,False
2019-12-08,51,False
2019-12-15,40,False
2019-12-22,43,False
2019-12-29,0,False
2020-01-05,20,False
2020-01-12,27,False
2020-01-19,18,False
2020-01-26,19,False
2020-02-02,38,False
2020-02-09,19,False
2020-02-16,0,False
2020-02-23,35,False
2020-03-01,35,False
2020-03-08,26,False
2020-03-15,0,False
2020-03-22,8,False
2020-03-29,8,False
2020-04-05,17,False
2020-04-12,27,True
