date,Catering,isPartial
2018-01-07,35,False
2018-01-14,17,False
2018-01-21,17,False
2018-01-28,0,False
2018-02-04,50,False
2018-02-11,35,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,17,False
2018-03-18,17,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,69,False
2018-05-06,68,False
2018-05-13,17,False
2018-05-20,35,False
2018-05-27,50,False
2018-06-03,16,False
2018-06-10,0,False
2018-06-17,18,False
2018-06-24,53,False
2018-07-01,34,False
2018-07-08,17,False
2018-07-15,33,False
2018-07-22,0,False
2018-07-29,69,False
2018-08-05,32,False
2018-08-12,33,False
2018-08-19,17,False
2018-08-26,17,False
2018-09-02,0,False
2018-09-09,35,False
2018-09-16,35,False
2018-09-23,17,False
2018-09-30,52,False
2018-10-07,35,False
2018-10-14,34,False
2018-10-21,35,False
2018-10-28,53,False
2018-11-04,82,False
2018-11-11,0,False
2018-11-18,100,False
2018-11-25,85,False
2018-12-02,0,False
2018-12-09,70,False
2018-12-16,34,False
2018-12-23,57,False
2018-12-30,56,False
2019-01-06,0,False
2019-01-13,33,False
2019-01-20,31,False
2019-01-27,48,False
2019-02-03,50,False
2019-02-10,17,False
2019-02-17,34,False
2019-02-24,0,False
2019-03-03,17,False
2019-03-10,17,False
2019-03-17,51,False
2019-03-24,68,False
2019-03-31,16,False
2019-04-07,17,False
2019-04-14,0,False
2019-04-21,17,False
2019-04-28,0,False
2019-05-05,17,False
2019-05-12,17,False
2019-05-19,49,False
2019-05-26,16,False
2019-06-02,16,False
2019-06-09,49,False
2019-06-16,17,False
2019-06-23,0,False
2019-06-30,17,False
2019-07-07,17,False
2019-07-14,51,False
2019-07-21,0,False
2019-07-28,34,False
2019-08-04,0,False
2019-08-11,16,False
2019-08-18,31,False
2019-08-25,15,False
2019-09-01,32,False
2019-09-08,0,False
2019-09-15,31,False
2019-09-22,16,False
2019-09-29,31,False
2019-10-06,31,False
2019-10-13,15,False
2019-10-20,92,False
2019-10-27,31,False
2019-11-03,15,False
2019-11-10,44,False
2019-11-17,15,False
2019-11-24,0,False
2019-12-01,47,False
2019-12-08,16,False
2019-12-15,90,False
2019-12-22,32,False
2019-12-29,0,False
2020-01-05,31,False
2020-01-12,14,False
2020-01-19,29,False
2020-01-26,28,False
2020-02-02,44,False
2020-02-09,0,False
2020-02-16,15,False
2020-02-23,28,False
2020-03-01,14,False
2020-03-08,13,False
2020-03-15,13,False
2020-03-22,12,False
2020-03-29,0,False
2020-04-05,13,False
2020-04-12,0,True
