date,catering,isPartial
2018-01-07,40,False
2018-01-14,20,False
2018-01-21,40,False
2018-01-28,20,False
2018-02-04,58,False
2018-02-11,40,False
2018-02-18,21,False
2018-02-25,61,False
2018-03-04,61,False
2018-03-11,30,False
2018-03-18,20,False
2018-03-25,83,False
2018-04-01,41,False
2018-04-08,40,False
2018-04-15,21,False
2018-04-22,19,False
2018-04-29,50,False
2018-05-06,59,False
2018-05-13,20,False
2018-05-20,31,False
2018-05-27,39,False
2018-06-03,48,False
2018-06-10,0,False
2018-06-17,21,False
2018-06-24,62,False
2018-07-01,30,False
2018-07-08,20,False
2018-07-15,29,False
2018-07-22,20,False
2018-07-29,50,False
2018-08-05,48,False
2018-08-12,39,False
2018-08-19,20,False
2018-08-26,20,False
2018-09-02,39,False
2018-09-09,30,False
2018-09-16,81,False
2018-09-23,30,False
2018-09-30,61,False
2018-10-07,41,False
2018-10-14,40,False
2018-10-21,41,False
2018-10-28,41,False
2018-11-04,77,False
2018-11-11,0,False
2018-11-18,88,False
2018-11-25,100,False
2018-12-02,41,False
2018-12-09,51,False
2018-12-16,39,False
2018-12-23,44,False
2018-12-30,44,False
2019-01-06,20,False
2019-01-13,29,False
2019-01-20,27,False
2019-01-27,56,False
2019-02-03,59,False
2019-02-10,20,False
2019-02-17,30,False
2019-02-24,0,False
2019-03-03,20,False
2019-03-10,20,False
2019-03-17,50,False
2019-03-24,60,False
2019-03-31,29,False
2019-04-07,20,False
2019-04-14,41,False
2019-04-21,19,False
2019-04-28,0,False
2019-05-05,19,False
2019-05-12,29,False
2019-05-19,39,False
2019-05-26,19,False
2019-06-02,64,False
2019-06-09,38,False
2019-06-16,29,False
2019-06-23,39,False
2019-06-30,20,False
2019-07-07,30,False
2019-07-14,70,False
2019-07-21,57,False
2019-07-28,39,False
2019-08-04,37,False
2019-08-11,47,False
2019-08-18,27,False
2019-08-25,36,False
2019-09-01,47,False
2019-09-08,98,False
2019-09-15,28,False
2019-09-22,19,False
2019-09-29,46,False
2019-10-06,27,False
2019-10-13,27,False
2019-10-20,90,False
2019-10-27,45,False
2019-11-03,17,False
2019-11-10,61,False
2019-11-17,17,False
2019-11-24,68,False
2019-12-01,36,False
2019-12-08,28,False
2019-12-15,61,False
2019-12-22,28,False
2019-12-29,19,False
2020-01-05,27,False
2020-01-12,25,False
2020-01-19,26,False
2020-01-26,25,False
2020-02-02,51,False
2020-02-09,51,False
2020-02-16,17,False
2020-02-23,25,False
2020-03-01,32,False
2020-03-08,15,False
2020-03-15,15,False
2020-03-22,21,False
2020-03-29,14,False
2020-04-05,37,False
2020-04-12,0,True
