date,catering,isPartial
2018-01-07,58,False
2018-01-14,25,False
2018-01-21,49,False
2018-01-28,48,False
2018-02-04,23,False
2018-02-11,41,False
2018-02-18,56,False
2018-02-25,16,False
2018-03-04,31,False
2018-03-11,31,False
2018-03-18,38,False
2018-03-25,39,False
2018-04-01,15,False
2018-04-08,75,False
2018-04-15,66,False
2018-04-22,27,False
2018-04-29,46,False
2018-05-06,26,False
2018-05-13,26,False
2018-05-20,38,False
2018-05-27,43,False
2018-06-03,36,False
2018-06-10,46,False
2018-06-17,48,False
2018-06-24,29,False
2018-07-01,17,False
2018-07-08,22,False
2018-07-15,50,False
2018-07-22,22,False
2018-07-29,11,False
2018-08-05,26,False
2018-08-12,0,False
2018-08-19,40,False
2018-08-26,17,False
2018-09-02,34,False
2018-09-09,50,False
2018-09-16,35,False
2018-09-23,42,False
2018-09-30,43,False
2018-10-07,44,False
2018-10-14,31,False
2018-10-21,27,False
2018-10-28,0,False
2018-11-04,46,False
2018-11-11,47,False
2018-11-18,23,False
2018-11-25,16,False
2018-12-02,26,False
2018-12-09,100,False
2018-12-16,35,False
2018-12-23,20,False
2018-12-30,29,False
2019-01-06,41,False
2019-01-13,49,False
2019-01-20,15,False
2019-01-27,77,False
2019-02-03,40,False
2019-02-10,55,False
2019-02-17,24,False
2019-02-24,65,False
2019-03-03,40,False
2019-03-10,54,False
2019-03-17,38,False
2019-03-24,45,False
2019-03-31,22,False
2019-04-07,28,False
2019-04-14,13,False
2019-04-21,66,False
2019-04-28,39,False
2019-05-05,26,False
2019-05-12,44,False
2019-05-19,36,False
2019-05-26,59,False
2019-06-02,29,False
2019-06-09,28,False
2019-06-16,29,False
2019-06-23,29,False
2019-06-30,28,False
2019-07-07,49,False
2019-07-14,27,False
2019-07-21,55,False
2019-07-28,32,False
2019-08-04,11,False
2019-08-11,20,False
2019-08-18,16,False
2019-08-25,15,False
2019-09-01,31,False
2019-09-08,45,False
2019-09-15,43,False
2019-09-22,32,False
2019-09-29,33,False
2019-10-06,44,False
2019-10-13,44,False
2019-10-20,28,False
2019-10-27,19,False
2019-11-03,0,False
2019-11-10,59,False
2019-11-17,27,False
2019-11-24,41,False
2019-12-01,28,False
2019-12-08,58,False
2019-12-15,43,False
2019-12-22,33,False
2019-12-29,32,False
2020-01-05,42,False
2020-01-12,40,False
2020-01-19,45,False
2020-01-26,53,False
2020-02-02,46,False
2020-02-09,33,False
2020-02-16,45,False
2020-02-23,51,False
2020-03-01,49,False
2020-03-08,12,False
2020-03-15,32,False
2020-03-22,21,False
2020-03-29,10,False
2020-04-05,11,False
2020-04-12,39,True
