date,Catering,isPartial
2018-01-07,17,False
2018-01-14,52,False
2018-01-21,17,False
2018-01-28,51,False
2018-02-04,17,False
2018-02-11,46,False
2018-02-18,23,False
2018-02-25,22,False
2018-03-04,22,False
2018-03-11,11,False
2018-03-18,17,False
2018-03-25,39,False
2018-04-01,52,False
2018-04-08,54,False
2018-04-15,34,False
2018-04-22,46,False
2018-04-29,11,False
2018-05-06,39,False
2018-05-13,34,False
2018-05-20,78,False
2018-05-27,33,False
2018-06-03,44,False
2018-06-10,22,False
2018-06-17,59,False
2018-06-24,48,False
2018-07-01,29,False
2018-07-08,46,False
2018-07-15,77,False
2018-07-22,37,False
2018-07-29,42,False
2018-08-05,38,False
2018-08-12,21,False
2018-08-19,42,False
2018-08-26,42,False
2018-09-02,50,False
2018-09-09,48,False
2018-09-16,47,False
2018-09-23,34,False
2018-09-30,58,False
2018-10-07,52,False
2018-10-14,68,False
2018-10-21,51,False
2018-10-28,35,False
2018-11-04,60,False
2018-11-11,34,False
2018-11-18,32,False
2018-11-25,61,False
2018-12-02,73,False
2018-12-09,81,False
2018-12-16,39,False
2018-12-23,47,False
2018-12-30,17,False
2019-01-06,22,False
2019-01-13,27,False
2019-01-20,15,False
2019-01-27,47,False
2019-02-03,33,False
2019-02-10,50,False
2019-02-17,49,False
2019-02-24,42,False
2019-03-03,54,False
2019-03-10,54,False
2019-03-17,43,False
2019-03-24,55,False
2019-03-31,36,False
2019-04-07,75,False
2019-04-14,46,False
2019-04-21,36,False
2019-04-28,31,False
2019-05-05,52,False
2019-05-12,79,False
2019-05-19,53,False
2019-05-26,41,False
2019-06-02,41,False
2019-06-09,32,False
2019-06-16,43,False
2019-06-23,50,False
2019-06-30,72,False
2019-07-07,16,False
2019-07-14,73,False
2019-07-21,54,False
2019-07-28,59,False
2019-08-04,50,False
2019-08-11,49,False
2019-08-18,52,False
2019-08-25,39,False
2019-09-01,35,False
2019-09-08,36,False
2019-09-15,44,False
2019-09-22,55,False
2019-09-29,69,False
2019-10-06,20,False
2019-10-13,76,False
2019-10-20,52,False
2019-10-27,42,False
2019-11-03,32,False
2019-11-10,18,False
2019-11-17,23,False
2019-11-24,49,False
2019-12-01,47,False
2019-12-08,44,False
2019-12-15,100,False
2019-12-22,72,False
2019-12-29,29,False
2020-01-05,38,False
2020-01-12,35,False
2020-01-19,54,False
2020-01-26,98,False
2020-02-02,46,False
2020-02-09,27,False
2020-02-16,55,False
2020-02-23,23,False
2020-03-01,38,False
2020-03-08,30,False
2020-03-15,20,False
2020-03-22,19,False
2020-03-29,16,False
2020-04-05,33,False
2020-04-12,27,True
