date,sommelier,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,76,False
2018-01-28,25,False
2018-02-04,0,False
2018-02-11,25,False
2018-02-18,24,False
2018-02-25,24,False
2018-03-04,24,False
2018-03-11,0,False
2018-03-18,25,False
2018-03-25,25,False
2018-04-01,54,False
2018-04-08,0,False
2018-04-15,26,False
2018-04-22,26,False
2018-04-29,25,False
2018-05-06,25,False
2018-05-13,0,False
2018-05-20,25,False
2018-05-27,0,False
2018-06-03,49,False
2018-06-10,24,False
2018-06-17,25,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,24,False
2018-07-15,0,False
2018-07-22,25,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,26,False
2018-08-26,0,False
2018-09-02,24,False
2018-09-09,50,False
2018-09-16,25,False
2018-09-23,25,False
2018-09-30,100,False
2018-10-07,0,False
2018-10-14,26,False
2018-10-21,0,False
2018-10-28,24,False
2018-11-04,0,False
2018-11-11,25,False
2018-11-18,73,False
2018-11-25,50,False
2018-12-02,26,False
2018-12-09,25,False
2018-12-16,24,False
2018-12-23,0,False
2018-12-30,27,False
2019-01-06,25,False
2019-01-13,22,False
2019-01-20,21,False
2019-01-27,21,False
2019-02-03,0,False
2019-02-10,66,False
2019-02-17,22,False
2019-02-24,22,False
2019-03-03,33,False
2019-03-10,0,False
2019-03-17,33,False
2019-03-24,22,False
2019-03-31,0,False
2019-04-07,65,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,21,False
2019-05-05,42,False
2019-05-12,43,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,35,False
2019-06-16,23,False
2019-06-23,0,False
2019-06-30,22,False
2019-07-07,21,False
2019-07-14,0,False
2019-07-21,24,False
2019-07-28,0,False
2019-08-04,25,False
2019-08-11,0,False
2019-08-18,24,False
2019-08-25,23,False
2019-09-01,0,False
2019-09-08,21,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,20,False
2019-10-06,0,False
2019-10-13,21,False
2019-10-20,0,False
2019-10-27,40,False
2019-11-03,0,False
2019-11-10,20,False
2019-11-17,19,False
2019-11-24,40,False
2019-12-01,20,False
2019-12-08,0,False
2019-12-15,42,False
2019-12-22,48,False
2019-12-29,0,False
2020-01-05,22,False
2020-01-12,39,False
2020-01-19,20,False
2020-01-26,38,False
2020-02-02,28,False
2020-02-09,0,False
2020-02-16,20,False
2020-02-23,0,False
2020-03-01,18,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,16,False
2020-03-29,17,False
2020-04-05,18,False
2020-04-12,18,False
2020-04-19,17,False
2020-04-26,29,True
