date,sommelier,isPartial
2018-01-07,22,False
2018-01-14,45,False
2018-01-21,44,False
2018-01-28,65,False
2018-02-04,32,False
2018-02-11,22,False
2018-02-18,52,False
2018-02-25,50,False
2018-03-04,53,False
2018-03-11,33,False
2018-03-18,21,False
2018-03-25,45,False
2018-04-01,23,False
2018-04-08,22,False
2018-04-15,23,False
2018-04-22,71,False
2018-04-29,22,False
2018-05-06,22,False
2018-05-13,67,False
2018-05-20,33,False
2018-05-27,23,False
2018-06-03,23,False
2018-06-10,41,False
2018-06-17,0,False
2018-06-24,32,False
2018-07-01,22,False
2018-07-08,43,False
2018-07-15,0,False
2018-07-22,21,False
2018-07-29,31,False
2018-08-05,21,False
2018-08-12,19,False
2018-08-19,28,False
2018-08-26,19,False
2018-09-02,40,False
2018-09-09,32,False
2018-09-16,32,False
2018-09-23,21,False
2018-09-30,22,False
2018-10-07,34,False
2018-10-14,34,False
2018-10-21,56,False
2018-10-28,22,False
2018-11-04,87,False
2018-11-11,46,False
2018-11-18,22,False
2018-11-25,33,False
2018-12-02,23,False
2018-12-09,0,False
2018-12-16,23,False
2018-12-23,73,False
2018-12-30,66,False
2019-01-06,32,False
2019-01-13,21,False
2019-01-20,40,False
2019-01-27,30,False
2019-02-03,39,False
2019-02-10,19,False
2019-02-17,30,False
2019-02-24,61,False
2019-03-03,21,False
2019-03-10,100,False
2019-03-17,32,False
2019-03-24,31,False
2019-03-31,31,False
2019-04-07,20,False
2019-04-14,21,False
2019-04-21,32,False
2019-04-28,40,False
2019-05-05,0,False
2019-05-12,39,False
2019-05-19,20,False
2019-05-26,37,False
2019-06-02,41,False
2019-06-09,21,False
2019-06-16,31,False
2019-06-23,20,False
2019-06-30,41,False
2019-07-07,19,False
2019-07-14,20,False
2019-07-21,40,False
2019-07-28,0,False
2019-08-04,19,False
2019-08-11,40,False
2019-08-18,19,False
2019-08-25,29,False
2019-09-01,18,False
2019-09-08,28,False
2019-09-15,18,False
2019-09-22,37,False
2019-09-29,38,False
2019-10-06,78,False
2019-10-13,69,False
2019-10-20,38,False
2019-10-27,29,False
2019-11-03,18,False
2019-11-10,38,False
2019-11-17,47,False
2019-11-24,28,False
2019-12-01,58,False
2019-12-08,0,False
2019-12-15,39,False
2019-12-22,20,False
2019-12-29,78,False
2020-01-05,37,False
2020-01-12,18,False
2020-01-19,36,False
2020-01-26,0,False
2020-02-02,17,False
2020-02-09,27,False
2020-02-16,27,False
2020-02-23,26,False
2020-03-01,42,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,28,False
2020-03-29,58,False
2020-04-05,23,False
2020-04-12,31,False
2020-04-19,29,False
2020-04-26,78,True
