date,sommelier,isPartial
2018-01-07,75,False
2018-01-14,32,False
2018-01-21,100,False
2018-01-28,10,False
2018-02-04,30,False
2018-02-11,32,False
2018-02-18,53,False
2018-02-25,52,False
2018-03-04,53,False
2018-03-11,43,False
2018-03-18,32,False
2018-03-25,45,False
2018-04-01,23,False
2018-04-08,11,False
2018-04-15,0,False
2018-04-22,57,False
2018-04-29,55,False
2018-05-06,65,False
2018-05-13,11,False
2018-05-20,44,False
2018-05-27,55,False
2018-06-03,33,False
2018-06-10,54,False
2018-06-17,70,False
2018-06-24,24,False
2018-07-01,24,False
2018-07-08,24,False
2018-07-15,61,False
2018-07-22,37,False
2018-07-29,13,False
2018-08-05,28,False
2018-08-12,48,False
2018-08-19,60,False
2018-08-26,38,False
2018-09-02,48,False
2018-09-09,59,False
2018-09-16,34,False
2018-09-23,23,False
2018-09-30,35,False
2018-10-07,23,False
2018-10-14,36,False
2018-10-21,35,False
2018-10-28,23,False
2018-11-04,76,False
2018-11-11,44,False
2018-11-18,11,False
2018-11-25,32,False
2018-12-02,66,False
2018-12-09,34,False
2018-12-16,35,False
2018-12-23,39,False
2018-12-30,48,False
2019-01-06,53,False
2019-01-13,53,False
2019-01-20,71,False
2019-01-27,20,False
2019-02-03,30,False
2019-02-10,0,False
2019-02-17,52,False
2019-02-24,53,False
2019-03-03,22,False
2019-03-10,42,False
2019-03-17,21,False
2019-03-24,42,False
2019-03-31,21,False
2019-04-07,31,False
2019-04-14,64,False
2019-04-21,24,False
2019-04-28,54,False
2019-05-05,42,False
2019-05-12,52,False
2019-05-19,20,False
2019-05-26,10,False
2019-06-02,72,False
2019-06-09,20,False
2019-06-16,21,False
2019-06-23,33,False
2019-06-30,21,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,11,False
2019-07-28,24,False
2019-08-04,25,False
2019-08-11,27,False
2019-08-18,25,False
2019-08-25,76,False
2019-09-01,59,False
2019-09-08,31,False
2019-09-15,29,False
2019-09-22,60,False
2019-09-29,10,False
2019-10-06,61,False
2019-10-13,50,False
2019-10-20,29,False
2019-10-27,39,False
2019-11-03,29,False
2019-11-10,29,False
2019-11-17,37,False
2019-11-24,65,False
2019-12-01,58,False
2019-12-08,50,False
2019-12-15,39,False
2019-12-22,33,False
2019-12-29,43,False
2020-01-05,37,False
2020-01-12,17,False
2020-01-19,53,False
2020-01-26,35,False
2020-02-02,9,False
2020-02-09,81,False
2020-02-16,18,False
2020-02-23,25,False
2020-03-01,50,False
2020-03-08,0,False
2020-03-15,8,False
2020-03-22,38,False
2020-03-29,8,False
2020-04-05,24,False
2020-04-12,33,False
2020-04-19,40,False
2020-04-26,0,True
