date,Bausanierung,isPartial
2018-01-07,48,False
2018-01-14,47,False
2018-01-21,72,False
2018-01-28,56,False
2018-02-04,59,False
2018-02-11,58,False
2018-02-18,72,False
2018-02-25,57,False
2018-03-04,58,False
2018-03-11,0,False
2018-03-18,29,False
2018-03-25,30,False
2018-04-01,46,False
2018-04-08,29,False
2018-04-15,29,False
2018-04-22,47,False
2018-04-29,30,False
2018-05-06,30,False
2018-05-13,28,False
2018-05-20,0,False
2018-05-27,38,False
2018-06-03,100,False
2018-06-10,46,False
2018-06-17,28,False
2018-06-24,0,False
2018-07-01,47,False
2018-07-08,42,False
2018-07-15,44,False
2018-07-22,30,False
2018-07-29,46,False
2018-08-05,30,False
2018-08-12,0,False
2018-08-19,59,False
2018-08-26,29,False
2018-09-02,29,False
2018-09-09,39,False
2018-09-16,29,False
2018-09-23,39,False
2018-09-30,30,False
2018-10-07,58,False
2018-10-14,30,False
2018-10-21,0,False
2018-10-28,57,False
2018-11-04,64,False
2018-11-11,84,False
2018-11-18,55,False
2018-11-25,28,False
2018-12-02,27,False
2018-12-09,65,False
2018-12-16,43,False
2018-12-23,32,False
2018-12-30,40,False
2019-01-06,54,False
2019-01-13,26,False
2019-01-20,26,False
2019-01-27,79,False
2019-02-03,53,False
2019-02-10,68,False
2019-02-17,45,False
2019-02-24,47,False
2019-03-03,54,False
2019-03-10,40,False
2019-03-17,28,False
2019-03-24,28,False
2019-03-31,27,False
2019-04-07,56,False
2019-04-14,30,False
2019-04-21,59,False
2019-04-28,28,False
2019-05-05,62,False
2019-05-12,56,False
2019-05-19,54,False
2019-05-26,28,False
2019-06-02,27,False
2019-06-09,28,False
2019-06-16,56,False
2019-06-23,28,False
2019-06-30,36,False
2019-07-07,41,False
2019-07-14,48,False
2019-07-21,0,False
2019-07-28,91,False
2019-08-04,0,False
2019-08-11,48,False
2019-08-18,71,False
2019-08-25,55,False
2019-09-01,36,False
2019-09-08,41,False
2019-09-15,55,False
2019-09-22,27,False
2019-09-29,81,False
2019-10-06,53,False
2019-10-13,40,False
2019-10-20,27,False
2019-10-27,78,False
2019-11-03,38,False
2019-11-10,51,False
2019-11-17,75,False
2019-11-24,50,False
2019-12-01,42,False
2019-12-08,25,False
2019-12-15,51,False
2019-12-22,29,False
2019-12-29,55,False
2020-01-05,37,False
2020-01-12,35,False
2020-01-19,24,False
2020-01-26,48,False
2020-02-02,24,False
2020-02-09,47,False
2020-02-16,41,False
2020-02-23,46,False
2020-03-01,31,False
2020-03-08,33,False
2020-03-15,0,False
2020-03-22,22,False
2020-03-29,43,False
2020-04-05,24,False
2020-04-12,45,False
2020-04-19,22,False
2020-04-26,65,False
2020-05-03,51,False
2020-05-10,81,False
