date,Bausanierung,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,35,False
2018-01-28,35,False
2018-02-04,35,False
2018-02-11,0,False
2018-02-18,36,False
2018-02-25,36,False
2018-03-04,72,False
2018-03-11,35,False
2018-03-18,36,False
2018-03-25,39,False
2018-04-01,79,False
2018-04-08,0,False
2018-04-15,78,False
2018-04-22,38,False
2018-04-29,38,False
2018-05-06,0,False
2018-05-13,37,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,39,False
2018-07-08,40,False
2018-07-15,39,False
2018-07-22,39,False
2018-07-29,0,False
2018-08-05,38,False
2018-08-12,39,False
2018-08-19,38,False
2018-08-26,36,False
2018-09-02,72,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,59,False
2018-10-07,0,False
2018-10-14,36,False
2018-10-21,0,False
2018-10-28,35,False
2018-11-04,69,False
2018-11-11,54,False
2018-11-18,36,False
2018-11-25,38,False
2018-12-02,0,False
2018-12-09,38,False
2018-12-16,38,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,36,False
2019-01-20,35,False
2019-01-27,35,False
2019-02-03,0,False
2019-02-10,36,False
2019-02-17,36,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,49,False
2019-03-24,36,False
2019-03-31,36,False
2019-04-07,36,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,55,False
2019-05-05,35,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,37,False
2019-06-02,35,False
2019-06-09,0,False
2019-06-16,37,False
2019-06-23,37,False
2019-06-30,38,False
2019-07-07,37,False
2019-07-14,0,False
2019-07-21,59,False
2019-07-28,39,False
2019-08-04,37,False
2019-08-11,35,False
2019-08-18,36,False
2019-08-25,36,False
2019-09-01,35,False
2019-09-08,35,False
2019-09-15,54,False
2019-09-22,54,False
2019-09-29,57,False
2019-10-06,53,False
2019-10-13,34,False
2019-10-20,50,False
2019-10-27,100,False
2019-11-03,34,False
2019-11-10,33,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,67,False
2019-12-08,33,False
2019-12-15,0,False
2019-12-22,40,False
2019-12-29,39,False
2020-01-05,0,False
2020-01-12,32,False
2020-01-19,65,False
2020-01-26,32,False
2020-02-02,48,False
2020-02-09,31,False
2020-02-16,33,False
2020-02-23,65,False
2020-03-01,32,False
2020-03-08,0,False
2020-03-15,59,False
2020-03-22,30,False
2020-03-29,30,False
2020-04-05,0,False
2020-04-12,63,False
2020-04-19,30,False
2020-04-26,45,False
2020-05-03,30,False
2020-05-10,30,False
