date,Bausanierung,isPartial
2018-01-07,39,False
2018-01-14,43,False
2018-01-21,100,False
2018-01-28,28,False
2018-02-04,29,False
2018-02-11,30,False
2018-02-18,30,False
2018-02-25,40,False
2018-03-04,60,False
2018-03-11,60,False
2018-03-18,40,False
2018-03-25,32,False
2018-04-01,33,False
2018-04-08,62,False
2018-04-15,47,False
2018-04-22,30,False
2018-04-29,62,False
2018-05-06,31,False
2018-05-13,59,False
2018-05-20,32,False
2018-05-27,79,False
2018-06-03,50,False
2018-06-10,28,False
2018-06-17,86,False
2018-06-24,72,False
2018-07-01,28,False
2018-07-08,84,False
2018-07-15,43,False
2018-07-22,29,False
2018-07-29,30,False
2018-08-05,0,False
2018-08-12,32,False
2018-08-19,32,False
2018-08-26,32,False
2018-09-02,31,False
2018-09-09,40,False
2018-09-16,50,False
2018-09-23,45,False
2018-09-30,60,False
2018-10-07,59,False
2018-10-14,29,False
2018-10-21,44,False
2018-10-28,29,False
2018-11-04,28,False
2018-11-11,0,False
2018-11-18,55,False
2018-11-25,29,False
2018-12-02,28,False
2018-12-09,29,False
2018-12-16,44,False
2018-12-23,69,False
2018-12-30,31,False
2019-01-06,55,False
2019-01-13,27,False
2019-01-20,53,False
2019-01-27,40,False
2019-02-03,27,False
2019-02-10,27,False
2019-02-17,37,False
2019-02-24,76,False
2019-03-03,56,False
2019-03-10,55,False
2019-03-17,29,False
2019-03-24,86,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,31,False
2019-04-21,30,False
2019-04-28,28,False
2019-05-05,54,False
2019-05-12,28,False
2019-05-19,41,False
2019-05-26,86,False
2019-06-02,38,False
2019-06-09,0,False
2019-06-16,29,False
2019-06-23,86,False
2019-06-30,56,False
2019-07-07,54,False
2019-07-14,0,False
2019-07-21,29,False
2019-07-28,29,False
2019-08-04,30,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,60,False
2019-09-01,28,False
2019-09-08,37,False
2019-09-15,28,False
2019-09-22,41,False
2019-09-29,0,False
2019-10-06,27,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,54,False
2019-11-03,52,False
2019-11-10,52,False
2019-11-17,26,False
2019-11-24,0,False
2019-12-01,27,False
2019-12-08,80,False
2019-12-15,27,False
2019-12-22,31,False
2019-12-29,0,False
2020-01-05,26,False
2020-01-12,25,False
2020-01-19,51,False
2020-01-26,38,False
2020-02-02,41,False
2020-02-09,24,False
2020-02-16,25,False
2020-02-23,50,False
2020-03-01,49,False
2020-03-08,58,False
2020-03-15,45,False
2020-03-22,23,False
2020-03-29,22,False
2020-04-05,50,False
2020-04-12,36,False
2020-04-19,46,False
2020-04-26,23,False
2020-05-03,38,False
2020-05-10,35,False
